Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,Todas_Las_Cuotas
Cremonese vs Napoli,2025-12-28 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.12,grosvenor,14,0.0885,0.0436,2.36,5.65,2.0764,0.00010132618485603435,14,0.011848244493165972,0.008578214369642675,5.0240919608858085e-05,14,0.008315511824508234,0.007050882838926056,grosvenor:2.12; leovegas_se:2.12; coolbet:2.11; codere_it:2.1; unibet_se:2.1; casumo:2.1; unibet_nl:2.1; tabtouch:2.1; betsson:2.08; nordicbet:2.08; leovegas:2.08; tipico_de:2.05; betmgm:1.98; williamhill:1.95
Arouca vs Gil Vicente,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.5,2.2,tipico_de,14,0.3416,0.0793,2.37,6.06,2.1207,8.886321678073527e-05,14,0.01107706854664681,0.010579807528749152,3.396743354858187e-05,14,0.006803326706415929,0.00648903974791223,tipico_de:2.2; coolbet:2.2; nordicbet:2.18; betsson:2.18; williamhill:2.15; betmgm:2.15; unibet:2.08; leovegas_se:2.08; tabtouch:2.08; unibet_nl:2.08; grosvenor:2.08; casumo:2.08; unibet_se:2.08; leovegas:2.07
Arouca vs Gil Vicente,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.5,1.65,unibet,14,-0.0634,0.0093,0.85,8.68,1.6407,2.0549428429202162e-05,14,0.005200598581453425,0.004466563478284629,3.396743354858187e-05,14,0.006803326706415937,0.0064890397479122385,unibet:1.65; tabtouch:1.65; unibet_nl:1.65; grosvenor:1.65; casumo:1.65; unibet_se:1.65; williamhill:1.65; tipico_de:1.65; coolbet:1.65; leovegas_se:1.64; leovegas:1.63; nordicbet:1.62; betsson:1.62; betmgm:1.61
Crystal Palace vs Tottenham Hotspur,2025-12-28 11:30:00,EPL,Goles (Over/Under),Over 2.5,2.02,pinnacle,17,1.0815,0.0735,1.65,2.7,1.9465,5.0674937685507836e-05,17,0.008378971546560997,0.007095458426559322,2.0311803512236533e-05,17,0.005304402958400214,0.004886814987965713,pinnacle:2.02; coolbet:2.0; betsson:1.98; nordicbet:1.98; bovada:1.98; williamhill:1.95; mybookieag:1.93; tipico_de:1.93; leovegas_se:1.93; unibet_se:1.93; leovegas:1.93; grosvenor:1.93; unibet_nl:1.93; tabtouch:1.93; casumo:1.93; betmgm:1.91; codere_it:1.9
Crystal Palace vs Tottenham Hotspur,2025-12-28 11:30:00,EPL,Goles (Over/Under),Under 2.5,1.88,pinnacle,17,1.0815,0.0353,1.85,2.7,1.8447,7.517781753323931e-05,17,0.010164706631812473,0.009171576257071297,2.0311803512236533e-05,17,0.005304402958400206,0.004886814987965706,pinnacle:1.88; leovegas_se:1.88; leovegas:1.88; unibet_se:1.87; grosvenor:1.87; unibet_nl:1.87; tabtouch:1.87; casumo:1.87; coolbet:1.87; bovada:1.85; tipico_de:1.83; betsson:1.82; nordicbet:1.82; mybookieag:1.81; williamhill:1.8; betmgm:1.8; codere_it:1.77
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.5,2.4,tipico_de,13,0.3997,0.0246,0.94,6.18,2.3754,1.2268061922920984e-05,13,0.004079446436860913,0.002116874534737988,1.9694419651020475e-05,13,0.0051023026970107655,0.0037441487742662905,tipico_de:2.4; unibet:2.38; leovegas_se:2.38; unibet_nl:2.38; tabtouch:2.38; leovegas:2.38; grosvenor:2.38; casumo:2.38; unibet_se:2.38; betsson:2.38; nordicbet:2.38; betmgm:2.38; williamhill:2.3
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.5,1.55,tipico_de,13,0.3997,0.0469,1.57,6.18,1.5031,8.576389258868328e-05,13,0.010322892873919024,0.008576247595281706,1.9694419651020475e-05,13,0.0051023026970107846,0.0037441487742663373,tipico_de:1.55; williamhill:1.55; betsson:1.52; nordicbet:1.52; betmgm:1.5; unibet:1.49; leovegas_se:1.49; unibet_nl:1.49; tabtouch:1.49; grosvenor:1.49; casumo:1.49; unibet_se:1.49; leovegas:1.47
Atalanta BC vs Inter Milan,2025-12-28 14:45:00,Serie A,Goles (Over/Under),Under 2.5,2.13,coolbet,14,0.9521,0.0579,1.66,3.13,2.0721,4.805506269939102e-05,14,0.008158303269774297,0.006047168307701027,1.8083503945656597e-05,14,0.00498856503851088,0.0043101184405687975,coolbet:2.13; grosvenor:2.1; leovegas_se:2.1; codere_it:2.09; betsson:2.08; nordicbet:2.08; unibet_se:2.08; unibet_nl:2.08; tabtouch:2.08; casumo:2.08; leovegas:2.06; tipico_de:2.05; williamhill:2.0; betmgm:2.0
Atalanta BC vs Inter Milan,2025-12-28 14:45:00,Serie A,Goles (Over/Under),Over 2.5,1.78,codere_it,14,0.5161,0.0507,1.41,4.03,1.7293,4.7478224386439485e-05,14,0.008022205107451868,0.006358847795728754,1.8083503945656597e-05,14,0.004988565038510895,0.004310118440568841,codere_it:1.78; coolbet:1.78; tipico_de:1.75; betmgm:1.74; williamhill:1.73; leovegas_se:1.73; betsson:1.72; nordicbet:1.72; grosvenor:1.72; unibet_se:1.71; unibet_nl:1.71; tabtouch:1.71; casumo:1.71; leovegas:1.7
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.0,1.87,pinnacle,3,0.3305,0.0133,0.51,3.48,1.8567,5.3881414622137386e-06,3,0.002725275449001485,0.002569414334120205,6.374020275839347e-06,3,0.00297144783759881,0.0028006941872048183,pinnacle:1.87; coolbet:1.85; bovada:1.85
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.0,2.0,pinnacle,3,0.3305,0.03,1.49,3.48,1.97,4.2143639577330536e-05,3,0.00764178601154664,0.006937538889179695,6.374020275839347e-06,3,0.0029714478375988756,0.0028006941872049107,pinnacle:2.0; bovada:1.98; coolbet:1.93
AC Milan vs Hellas Verona,2025-12-28 06:30:00,Serie A,Goles (Over/Under),Under 2.5,2.02,coolbet,16,1.1342,0.0644,1.53,2.98,1.9556,4.3976439344862656e-05,16,0.0078054622660987455,0.005557252225364039,4.38694376469314e-06,16,0.0024637744610996495,0.0015186526567448552,coolbet:2.02; pinnacle:2.0; bovada:2.0; leovegas_se:1.97; grosvenor:1.96; tipico_de:1.95; williamhill:1.95; betsson:1.95; nordicbet:1.95; unibet_se:1.95; casumo:1.95; unibet_nl:1.95; tabtouch:1.95; leovegas:1.93; betmgm:1.91; codere_it:1.9
AC Milan vs Hellas Verona,2025-12-28 06:30:00,Serie A,Goles (Over/Under),Over 2.5,1.88,pinnacle,16,0.9937,0.0681,1.79,3.19,1.8119,7.081771713823173e-05,16,0.009853934627626355,0.007089238417059593,4.38694376469314e-06,16,0.00246377446109964,0.0015186526567448552,pinnacle:1.88; coolbet:1.87; bovada:1.83; leovegas_se:1.83; betsson:1.82; nordicbet:1.82; grosvenor:1.82; unibet_se:1.81; casumo:1.81; unibet_nl:1.81; tabtouch:1.81; tipico_de:1.8; leovegas:1.79; codere_it:1.77; betmgm:1.77; williamhill:1.75
Sunderland vs Leeds United,2025-12-28 09:00:00,EPL,Goles (Over/Under),Over 2.0,1.79,pinnacle,3,0.2349,0.0067,0.53,2.81,1.7833,6.48685046053655e-06,3,0.0029757568462016547,0.002805570460148621,1.6722709699722794e-06,3,0.0015173258147942264,0.0014025531431094789,pinnacle:1.79; coolbet:1.79; bovada:1.77
Sunderland vs Leeds United,2025-12-28 09:00:00,EPL,Goles (Over/Under),Under 2.0,2.13,pinnacle,3,0.2349,0.02,0.67,2.81,2.11,7.2321242904129146e-06,3,0.0031616668061101917,0.0029808480512705793,1.6722709699722794e-06,3,0.0015173258147942175,0.0014025531431094602,pinnacle:2.13; bovada:2.1; coolbet:2.1
Atalanta BC vs Inter Milan,2025-12-28 14:45:00,Serie A,Goles (Over/Under),Over 2.75,1.99,pinnacle,2,0.2532,0.02,1.02,3.16,1.97,1.916658548354038e-05,2,0.005153975003221289,0.005153975003221289,1.0526843811759195e-06,2,0.0012076968748314376,0.0012076968748314376,pinnacle:1.99; bovada:1.95
Atalanta BC vs Inter Milan,2025-12-28 14:45:00,Serie A,Goles (Over/Under),Under 2.75,1.89,pinnacle,2,0.2532,0.01,0.53,3.16,1.88,5.798512164200808e-06,2,0.002829414594120394,0.002829414594120394,1.0526843811759195e-06,2,0.0012076968748312988,0.0012076968748312988,pinnacle:1.89; bovada:1.87
Cremonese vs Napoli,2025-12-28 09:00:00,Serie A,Goles (Over/Under),Over 2.25,1.85,pinnacle,2,0.2248,0.015,0.82,3.07,1.835,1.4433867216105786e-05,2,0.004455004455004463,0.004455004455004463,4.745274370890763e-07,2,0.0008100364181662933,0.0008100364181662933,pinnacle:1.85; bovada:1.82
Cremonese vs Napoli,2025-12-28 09:00:00,Serie A,Goles (Over/Under),Under 2.25,2.04,pinnacle,2,0.2248,0.01,0.49,3.07,2.03,4.248924456884244e-06,2,0.0024267132595612584,0.0024267132595612584,4.745274370890763e-07,2,0.0008100364181662101,0.0008100364181662101,pinnacle:2.04; bovada:2.02
Arouca vs Gil Vicente,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.25,1.98,pinnacle,2,0.1959,0.015,0.76,3.42,1.965,1.0891152574272621e-05,2,0.0038850038850039015,0.0038850038850039015,2.4140176173079024e-07,2,0.0005783513941313156,0.0005783513941313156,pinnacle:1.98; bovada:1.95
Arouca vs Gil Vicente,2025-12-28 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.25,1.89,pinnacle,2,0.1959,0.01,0.53,3.42,1.88,5.798512164200808e-06,2,0.002829414594120394,0.002829414594120394,2.4140176173079024e-07,2,0.0005783513941312601,0.0005783513941312601,pinnacle:1.89; bovada:1.87
Braga vs Benfica,2025-12-28 13:00:00,Primeira Liga,Goles (Over/Under),Over 2.25,1.85,pinnacle,2,0.1517,0.01,0.54,3.56,1.84,6.341650590827399e-06,2,0.002953773445576735,0.002953773445576735,9.507592146611329e-09,2,0.00011469359942245516,0.00011469359942245516,pinnacle:1.85; bovada:1.83
Braga vs Benfica,2025-12-28 13:00:00,Primeira Liga,Goles (Over/Under),Under 2.25,2.02,pinnacle,2,0.1517,0.01,0.5,3.56,2.01,4.419728189830998e-06,2,0.0024752475247524774,0.0024752475247524774,9.507592146611329e-09,2,0.00011469359942253843,0.00011469359942253843,pinnacle:2.02; bovada:2.0
