Partido,Fecha_Hora_Colombia,Liga,Mercado,Tipo_Mercado,Archivo_Origen,Verified_Score,Source
Venezia vs Lazio,2025-02-22 09:00:00,Serie A,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Venezia vs Lazio,2025-02-22 09:00:00,Serie A,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Venezia vs Lazio,2025-02-22 09:00:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Venezia vs Lazio,2025-02-22 09:00:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Como vs Napoli,2025-02-23 06:30:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Como vs Napoli,2025-02-23 06:30:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Como vs Napoli,2025-02-23 06:30:00,Serie A,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Como vs Napoli,2025-02-23 06:30:00,Serie A,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Hellas Verona vs Fiorentina,2025-02-23 09:00:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Hellas Verona vs Fiorentina,2025-02-23 09:00:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Fiorentina vs Lecce,2025-02-28 14:45:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fiorentina vs Lecce,2025-02-28 14:45:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fiorentina vs Lecce,2025-02-28 14:45:00,Serie A,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fiorentina vs Lecce,2025-02-28 14:45:00,Serie A,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Atalanta BC vs Venezia,2025-03-01 09:00:00,Serie A,Over 3.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Atalanta BC vs Venezia,2025-03-01 09:00:00,Serie A,Under 3.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Atalanta BC vs Venezia,2025-03-01 09:00:00,Serie A,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Atalanta BC vs Venezia,2025-03-01 09:00:00,Serie A,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Udinese vs Parma,2025-03-01 14:45:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Udinese vs Parma,2025-03-01 14:45:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Monza vs Torino,2025-03-02 06:30:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Monza vs Torino,2025-03-02 06:30:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Monza vs Torino,2025-03-02 06:30:00,Serie A,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Monza vs Torino,2025-03-02 06:30:00,Serie A,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Bologna vs Cagliari,2025-03-02 09:00:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Bologna vs Cagliari,2025-03-02 09:00:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Bologna vs Cagliari,2025-03-02 09:00:00,Serie A,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Bologna vs Cagliari,2025-03-02 09:00:00,Serie A,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Genoa vs Empoli,2025-03-02 09:00:00,Serie A,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Genoa vs Empoli,2025-03-02 09:00:00,Serie A,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Genoa vs Empoli,2025-03-02 09:00:00,Serie A,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Genoa vs Empoli,2025-03-02 09:00:00,Serie A,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Genoa vs Empoli,2025-03-02 09:00:00,Serie A,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Genoa vs Empoli,2025-03-02 09:00:00,Serie A,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Spezia vs Sassuolo,2025-01-24 14:30:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Spezia vs Sassuolo,2025-01-24 14:30:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Cittadella vs Spezia,2025-02-01 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cittadella vs Spezia,2025-02-01 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cittadella vs Spezia,2025-02-01 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cittadella vs Spezia,2025-02-01 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Sassuolo vs Juve Stabia,2025-02-01 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Sassuolo vs Juve Stabia,2025-02-01 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Carrarese vs Brescia,2025-02-02 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Carrarese vs Brescia,2025-02-02 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Carrarese vs Brescia,2025-02-02 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Carrarese vs Brescia,2025-02-02 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Salernitana vs Cremonese,2025-02-02 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Salernitana vs Cremonese,2025-02-02 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Salernitana vs Cremonese,2025-02-02 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Salernitana vs Cremonese,2025-02-02 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Frosinone vs US Catanzaro 1929,2025-02-08 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Frosinone vs US Catanzaro 1929,2025-02-08 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Frosinone vs US Catanzaro 1929,2025-02-08 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Frosinone vs US Catanzaro 1929,2025-02-08 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Mantova vs Sassuolo,2025-02-08 09:00:00,Serie B,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Mantova vs Sassuolo,2025-02-08 09:00:00,Serie B,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Mantova vs Sassuolo,2025-02-08 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Mantova vs Sassuolo,2025-02-08 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
US Catanzaro 1929 vs Cittadella,2025-02-14 14:30:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
US Catanzaro 1929 vs Cittadella,2025-02-14 14:30:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
US Catanzaro 1929 vs Cittadella,2025-02-14 14:30:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
US Catanzaro 1929 vs Cittadella,2025-02-14 14:30:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Carrarese vs Salernitana,2025-02-15 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Carrarese vs Salernitana,2025-02-15 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Carrarese vs Salernitana,2025-02-15 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Carrarese vs Salernitana,2025-02-15 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Modena vs Spezia,2025-02-15 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Modena vs Spezia,2025-02-15 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Modena vs Spezia,2025-02-15 09:00:00,Serie B,Over 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Modena vs Spezia,2025-02-15 09:00:00,Serie B,Under 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sassuolo vs Brescia,2025-02-15 09:00:00,Serie B,Over 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sassuolo vs Brescia,2025-02-15 09:00:00,Serie B,Under 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sassuolo vs Brescia,2025-02-15 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sassuolo vs Brescia,2025-02-15 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sassuolo vs Brescia,2025-02-15 09:00:00,Serie B,Over 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sassuolo vs Brescia,2025-02-15 09:00:00,Serie B,Under 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Juve Stabia vs Cosenza,2025-02-16 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Juve Stabia vs Cosenza,2025-02-16 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Juve Stabia vs Cosenza,2025-02-16 09:00:00,Serie B,Over 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Juve Stabia vs Cosenza,2025-02-16 09:00:00,Serie B,Under 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Sampdoria vs Sassuolo,2025-02-21 14:30:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Sampdoria vs Sassuolo,2025-02-21 14:30:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Sampdoria vs Sassuolo,2025-02-21 14:30:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Sampdoria vs Sassuolo,2025-02-21 14:30:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Mantova vs Bari,2025-02-22 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Mantova vs Bari,2025-02-22 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Mantova vs Bari,2025-02-22 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Mantova vs Bari,2025-02-22 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Pisa vs Juve Stabia,2025-02-22 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Pisa vs Juve Stabia,2025-02-22 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Pisa vs Juve Stabia,2025-02-22 09:00:00,Serie B,Over 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Pisa vs Juve Stabia,2025-02-22 09:00:00,Serie B,Under 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cremonese vs Cesena FC,2025-02-22 11:15:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cremonese vs Cesena FC,2025-02-22 11:15:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cremonese vs Cesena FC,2025-02-22 11:15:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cremonese vs Cesena FC,2025-02-22 11:15:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cosenza vs Palermo,2025-02-23 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cosenza vs Palermo,2025-02-23 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cosenza vs Palermo,2025-02-23 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cosenza vs Palermo,2025-02-23 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Spezia vs US Catanzaro 1929,2025-02-23 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Spezia vs US Catanzaro 1929,2025-02-23 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Südtirol vs Spezia,2025-02-28 13:30:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Südtirol vs Spezia,2025-02-28 13:30:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Südtirol vs Spezia,2025-02-28 13:30:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Südtirol vs Spezia,2025-02-28 13:30:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Carrarese vs Cremonese,2025-03-01 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Carrarese vs Cremonese,2025-03-01 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Carrarese vs Cremonese,2025-03-01 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Carrarese vs Cremonese,2025-03-01 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Cesena FC vs Salernitana,2025-03-01 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Cesena FC vs Salernitana,2025-03-01 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Cesena FC vs Salernitana,2025-03-01 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Cesena FC vs Salernitana,2025-03-01 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Frosinone vs Mantova,2025-03-01 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Frosinone vs Mantova,2025-03-01 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Frosinone vs Mantova,2025-03-01 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Frosinone vs Mantova,2025-03-01 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Juve Stabia vs Cittadella,2025-03-01 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Juve Stabia vs Cittadella,2025-03-01 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Juve Stabia vs Cittadella,2025-03-01 09:00:00,Serie B,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Juve Stabia vs Cittadella,2025-03-01 09:00:00,Serie B,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Modena vs Cosenza,2025-03-02 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Modena vs Cosenza,2025-03-02 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Modena vs Cosenza,2025-03-02 09:00:00,Serie B,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Modena vs Cosenza,2025-03-02 09:00:00,Serie B,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Palermo vs Brescia,2025-03-02 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Palermo vs Brescia,2025-03-02 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
US Catanzaro 1929 vs Reggiana,2025-03-02 09:00:00,Serie B,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
US Catanzaro 1929 vs Reggiana,2025-03-02 09:00:00,Serie B,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
US Catanzaro 1929 vs Reggiana,2025-03-02 09:00:00,Serie B,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
US Catanzaro 1929 vs Reggiana,2025-03-02 09:00:00,Serie B,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 1.75,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 3.25,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 3.25,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 1.75,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
AEK Athens vs Athens Kallithea FC,2025-01-12 13:33:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250110_con_resultados.csv,,
Atromitos Athens vs Olympiakos Piraeus,2025-01-19 08:00:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Atromitos Athens vs Olympiakos Piraeus,2025-01-19 08:00:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Atromitos Athens vs Olympiakos Piraeus,2025-01-19 08:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Atromitos Athens vs Olympiakos Piraeus,2025-01-19 08:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Volos FC vs Atromitos Athens,2025-01-24 13:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Volos FC vs Atromitos Athens,2025-01-24 13:00:00,Super League Greece,Under 1.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Volos FC vs Atromitos Athens,2025-01-24 13:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Volos FC vs Atromitos Athens,2025-01-24 13:00:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Volos FC vs Atromitos Athens,2025-01-24 13:00:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Volos FC vs Atromitos Athens,2025-01-24 13:00:00,Super League Greece,Over 1.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Asteras Tripolis vs Athens Kallithea FC,2025-01-25 10:00:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Asteras Tripolis vs Athens Kallithea FC,2025-01-25 10:00:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Asteras Tripolis vs Athens Kallithea FC,2025-01-25 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Asteras Tripolis vs Athens Kallithea FC,2025-01-25 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
OFI Crete vs Panserraikos FC,2025-01-25 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
OFI Crete vs Panserraikos FC,2025-01-25 10:00:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
OFI Crete vs Panserraikos FC,2025-01-25 10:00:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
OFI Crete vs Panserraikos FC,2025-01-25 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Volos FC vs Panetolikos Agrinio,2025-02-08 10:00:00,Super League Greece,Over 2.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Volos FC vs Panetolikos Agrinio,2025-02-08 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Volos FC vs Panetolikos Agrinio,2025-02-08 10:00:00,Super League Greece,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Volos FC vs Panetolikos Agrinio,2025-02-08 10:00:00,Super League Greece,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Volos FC vs Panetolikos Agrinio,2025-02-08 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Volos FC vs Panetolikos Agrinio,2025-02-08 10:00:00,Super League Greece,Under 2.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
OFI Crete vs PAOK Thessaloniki,2025-02-08 13:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
OFI Crete vs PAOK Thessaloniki,2025-02-08 13:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
OFI Crete vs Asteras Tripolis,2025-02-15 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
OFI Crete vs Asteras Tripolis,2025-02-15 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
OFI Crete vs Asteras Tripolis,2025-02-15 10:00:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
OFI Crete vs Asteras Tripolis,2025-02-15 10:00:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
AEK Athens vs Atromitos Athens,2025-02-15 13:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
AEK Athens vs Atromitos Athens,2025-02-15 13:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Levadiakos vs Aris Thessaloniki,2025-02-16 08:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Levadiakos vs Aris Thessaloniki,2025-02-16 08:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Levadiakos vs Aris Thessaloniki,2025-02-16 08:00:00,Super League Greece,Over 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Levadiakos vs Aris Thessaloniki,2025-02-16 08:00:00,Super League Greece,Under 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Athens Kallithea FC vs OFI Crete,2025-02-22 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Athens Kallithea FC vs OFI Crete,2025-02-22 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Atromitos Athens vs Panserraikos FC,2025-02-22 12:30:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Atromitos Athens vs Panserraikos FC,2025-02-22 12:30:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Atromitos Athens vs Panserraikos FC,2025-02-22 12:30:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Atromitos Athens vs Panserraikos FC,2025-02-22 12:30:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Volos FC vs Levadiakos,2025-02-22 13:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Volos FC vs Levadiakos,2025-02-22 13:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Volos FC vs Levadiakos,2025-02-22 13:00:00,Super League Greece,Over 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Volos FC vs Levadiakos,2025-02-22 13:00:00,Super League Greece,Under 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Panserraikos FC vs Athens Kallithea FC,2025-03-01 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Panserraikos FC vs Athens Kallithea FC,2025-03-01 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Panserraikos FC vs Athens Kallithea FC,2025-03-01 10:00:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Panserraikos FC vs Athens Kallithea FC,2025-03-01 10:00:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Volos FC vs Aris Thessaloniki,2025-03-01 10:00:00,Super League Greece,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Volos FC vs Aris Thessaloniki,2025-03-01 10:00:00,Super League Greece,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Volos FC vs Aris Thessaloniki,2025-03-01 10:00:00,Super League Greece,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Volos FC vs Aris Thessaloniki,2025-03-01 10:00:00,Super League Greece,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Volos FC vs Aris Thessaloniki,2025-03-01 10:00:00,Super League Greece,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Volos FC vs Aris Thessaloniki,2025-03-01 10:00:00,Super League Greece,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
