Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Snapshot_Date,Todas_Las_Cuotas,Score,Total_Goles,Acerto,Bookmaker
Carlisle United vs Bradford City,2025-01-18 07:30:00,Over 2.25,1.82,1.808,8.312462258709468e-06,5.0,0.004073666920664,0.0032548772392588,1.04339466366279e-05,5.0,0.0045395054688809,0.0034654029315399,lowvig,5.0,0.012,0.0147,6.76,League Two,Goles (Over/Under),2025-01-17,lowvig:1.8200; betonlineag:1.8200; pinnacle:1.8100; betus:1.8100; bovada:1.7800,2-1,3.0,Sí,
Carlisle United vs Bradford City,2025-01-18 07:30:00,Under 2.25,2.02,1.992,8.312462258709468e-06,5.0,0.0040736669206641,0.0032548772392588,3.863828529106492e-05,5.0,0.0087893646116701,0.0075466211844291,lowvig,5.0,0.028,0.0343,5.68,League Two,Goles (Over/Under),2025-01-17,lowvig:2.0200; betonlineag:2.0200; pinnacle:2.0100; bovada:1.9800; betus:1.9300,2-1,3.0,No,
Peterborough United vs Leyton Orient,2025-01-18 07:30:00,Under 2.75,1.93,1.902,4.922807397069947e-06,5.0,0.0031377280548922,0.0029297556719023,2.838774677558155e-05,5.0,0.007523905645304,0.0071117496624659,betonlineag,5.0,0.028,0.0271,5.29,League One,Goles (Over/Under),2025-01-17,betonlineag:1.9300; lowvig:1.9300; pinnacle:1.9100; bovada:1.8700; betus:1.8700,0-0,0.0,Sí,
Plymouth Argyle vs Queens Park Rangers,2025-01-18 07:30:00,Over 2.25,1.85,1.84,8.306674369559684e-06,4.0,0.0040736990265415,0.0030062760922075,4.395697227128383e-06,4.0,0.0029537734455767,0.0029537734455767,lowvig,4.0,0.01,0.01,6.41,Championship,Goles (Over/Under),2025-01-17,lowvig:1.8500; betonlineag:1.8500; bovada:1.8300; betus:1.8300,0-1,1.0,No,
Cardiff City vs Swansea City,2025-01-18 07:30:00,Over 2.25,1.88,1.86,7.186360862664005e-06,5.0,0.0037902047198201,0.0027769826710935,4.986526396031702e-06,5.0,0.0031496773447576,0.0023100657280478,pinnacle,5.0,0.02,0.011,6.1,Championship,Goles (Over/Under),2025-01-17,pinnacle:1.8800; lowvig:1.8600; betonlineag:1.8600; bovada:1.8500; betus:1.8500,1-1,2.0,No,
Cardiff City vs Swansea City,2025-01-18 07:30:00,Under 2.25,1.98,1.954,7.186360862664005e-06,5.0,0.0037902047198201,0.0027769826710935,3.9598219758641646e-05,5.0,0.0088931348213734,0.006871435442864,bovada,5.0,0.026,0.0332,4.56,Championship,Goles (Over/Under),2025-01-17,bovada:1.9800; pinnacle:1.9800; lowvig:1.9600; betonlineag:1.9600; betus:1.8900,1-1,2.0,Sí,
Newcastle United vs Bournemouth,2025-01-18 07:30:00,Over 3.5,2.48,2.3543,2.3923648688174548e-05,7.0,0.0068048869296992,0.0055316533228127,0.0001211582159113,7.0,0.0154079364492823,0.012217454969171,matchbook,7.0,0.1257,0.0836,3.61,Premier League,Goles (Over/Under),2025-01-17,matchbook:2.4800; onexbet:2.3900; betsson:2.3900; nordicbet:2.3900; playup:2.3500; mybookieag:2.2800; tipico_de:2.2000,1-4,5.0,Sí,
Millwall vs Hull City,2025-01-18 07:30:00,Under 2.5,1.57,1.5267,2.414879725063377e-05,9.0,0.0067559170405816,0.006327995550304,5.805683129327942e-05,9.0,0.0102547121073516,0.008860685419894,williamhill,9.0,0.0433,0.024,6.25,Championship,Goles (Over/Under),2025-01-17,williamhill:1.5700; betsson:1.5500; nordicbet:1.5500; onexbet:1.5300; tipico_de:1.5200; playup:1.5200; betrivers:1.5000; unibet_eu:1.5000; unibet:1.5000,1-0,1.0,Sí,
Peterborough United vs Leyton Orient,2025-01-18 07:30:00,Over 2.75,1.93,1.89,4.922807397069947e-06,5.0,0.0031377280548921,0.0029297556719022,1.848013936010804e-05,5.0,0.0060707333164949,0.0044707682622951,pinnacle,5.0,0.04,0.0219,5.29,League One,Goles (Over/Under),2025-01-17,pinnacle:1.9300; betonlineag:1.8900; lowvig:1.8900; bovada:1.8700; betus:1.8700,0-0,0.0,No,
Plymouth Argyle vs Queens Park Rangers,2025-01-18 07:30:00,Under 2.5,1.85,1.7625,2.7491426750654896e-05,12.0,0.0073915723422397,0.0062460823127395,8.648798545142608e-05,12.0,0.0130358102880767,0.0105180183851756,matchbook,12.0,0.0875,0.0409,5.34,Championship,Goles (Over/Under),2025-01-17,matchbook:1.8500; pinnacle:1.8100; onexbet:1.7900; betsson:1.7800; nordicbet:1.7800; coolbet:1.7600; tipico_de:1.7500; playup:1.7500; williamhill:1.7500; betrivers:1.7100; unibet:1.7100; unibet_eu:1.7100,0-1,1.0,Sí,
Plymouth Argyle vs Queens Park Rangers,2025-01-18 07:30:00,Under 2.25,2.0,1.9675,8.306674369559684e-06,4.0,0.0040736990265415,0.0030062760922075,4.038535294111854e-05,4.0,0.0089837248073655,0.0075724522714051,bovada,4.0,0.0325,0.0342,4.64,Championship,Goles (Over/Under),2025-01-17,bovada:2.0000; lowvig:1.9800; betonlineag:1.9800; betus:1.9100,0-1,1.0,Sí,
Newcastle United vs Bournemouth,2025-01-18 07:30:00,Under 3.5,1.65,1.6114,2.3923648688174548e-05,7.0,0.0068048869296992,0.0055316533228127,5.647486047672713e-05,7.0,0.0103211861568795,0.0083882268858625,onexbet,7.0,0.0386,0.027,6.06,Premier League,Goles (Over/Under),2025-01-17,onexbet:1.6500; matchbook:1.6500; betsson:1.6100; nordicbet:1.6100; tipico_de:1.6000; mybookieag:1.5800; playup:1.5800,1-4,5.0,No,
Blackpool vs Huddersfield Town,2025-01-18 07:30:00,Under 2.5,1.86,1.8288,1.7643097155260545e-05,16.0,0.005936943126123,0.0045632866344063,2.3138006205717453e-05,16.0,0.006771773483719,0.0064179614905987,matchbook,16.0,0.0312,0.0226,6.67,League One,Goles (Over/Under),2025-01-17,matchbook:1.8600; pinnacle:1.8500; williamhill:1.8500; coolbet:1.8500; betus:1.8500; betonlineag:1.8500; lowvig:1.8500; onexbet:1.8400; bovada:1.8300; betrivers:1.8100; unibet_eu:1.8100; unibet:1.8100; tipico_de:1.8000; betsson:1.8000; nordicbet:1.8000; playup:1.8000,2-2,4.0,No,
Carlisle United vs Bradford City,2025-01-18 07:30:00,Under 2.5,1.78,1.7491,3.812953747157373e-05,11.0,0.0087058567275136,0.0072952927650149,5.5422877430209936e-05,11.0,0.0103801509318942,0.0060560338567927,betsson,11.0,0.0309,0.0306,7.99,League Two,Goles (Over/Under),2025-01-17,betsson:1.7800; nordicbet:1.7800; unibet_eu:1.7600; unibet:1.7600; betrivers:1.7600; onexbet:1.7500; tipico_de:1.7500; williamhill:1.7500; playup:1.7500; coolbet:1.7400; matchbook:1.6600,2-1,3.0,No,
Carlisle United vs Bradford City,2025-01-18 07:30:00,Over 2.5,2.1,2.0018,3.812953747157373e-05,11.0,0.0087058567275136,0.0072952927650149,6.911179868745682e-05,11.0,0.0117545548011407,0.0095325573012423,williamhill,11.0,0.0982,0.0476,7.86,League Two,Goles (Over/Under),2025-01-17,williamhill:2.1000; matchbook:2.0600; onexbet:2.0400; coolbet:2.0200; betsson:2.0000; nordicbet:2.0000; playup:1.9800; unibet:1.9700; unibet_eu:1.9600; betrivers:1.9600; tipico_de:1.9300,2-1,3.0,Sí,
Gillingham vs Doncaster Rovers,2025-01-18 07:30:00,Under 2.25,2.03,1.972,3.819620765105049e-05,5.0,0.0087341701187184,0.0072937705225631,9.4626631638371e-05,5.0,0.0137518900591737,0.0118868177981478,lowvig,5.0,0.058,0.0531,4.82,League Two,Goles (Over/Under),2025-01-17,lowvig:2.0300; betonlineag:2.0300; pinnacle:1.9600; bovada:1.9500; betus:1.8900,0-1,1.0,Sí,
Gillingham vs Doncaster Rovers,2025-01-18 07:30:00,Over 2.25,1.85,1.822,3.819620765105049e-05,5.0,0.0087341701187183,0.007293770522563,1.7086670811106067e-05,5.0,0.0058188192469142,0.0055199566609607,betus,5.0,0.028,0.0194,6.96,League Two,Goles (Over/Under),2025-01-17,betus:1.8500; pinnacle:1.8400; lowvig:1.8100; betonlineag:1.8100; bovada:1.8000,0-1,1.0,No,
Clermont vs Stade Lavallois,2025-01-18 08:00:00,Over 2.5,2.04,1.9785,4.279411842206033e-05,13.0,0.0092428978022052,0.0081798081979348,2.766603257413508e-05,13.0,0.0074377975695071,0.0059195079102873,matchbook,13.0,0.0615,0.0293,6.16,Ligue 2,Goles (Over/Under),2025-01-17,matchbook:2.0400; onexbet:2.0200; nordicbet:2.0000; betsson:2.0000; bovada:1.9800; unibet:1.9800; playup:1.9800; betrivers:1.9700; unibet_eu:1.9700; tipico_de:1.9500; williamhill:1.9500; lowvig:1.9400; betonlineag:1.9400,1-1,2.0,No,
Clermont vs Stade Lavallois,2025-01-18 08:00:00,Under 2.5,1.88,1.7923,4.279411842206033e-05,13.0,0.0092428978022051,0.0081798081979348,0.0001259914527441,13.0,0.0157802350856901,0.0140776887386987,lowvig,13.0,0.0877,0.0516,4.74,Ligue 2,Goles (Over/Under),2025-01-17,lowvig:1.8800; betonlineag:1.8800; bovada:1.8500; williamhill:1.8500; matchbook:1.8000; onexbet:1.7900; tipico_de:1.7500; nordicbet:1.7500; betsson:1.7500; betrivers:1.7500; unibet_eu:1.7500; unibet:1.7500; playup:1.7500,1-1,2.0,Sí,
1. FC Saarbrücken vs TSV 1860 München,2025-01-18 08:00:00,Under 2.75,1.91,1.875,4.273431088956596e-06,4.0,0.002923237211705,0.0023236866810622,3.411272461324575e-05,4.0,0.0082381881371465,0.0064942832046194,pinnacle,4.0,0.035,0.0287,4.71,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9100; betonlineag:1.8800; lowvig:1.8800; bovada:1.8300,4-2,6.0,No,
1. FC Saarbrücken vs TSV 1860 München,2025-01-18 08:00:00,Over 2.75,1.94,1.93,4.273431088956596e-06,4.0,0.0029232372117051,0.0023236866810622,5.471003267828637e-06,4.0,0.0033053195103063,0.0027022597743497,betonlineag,4.0,0.01,0.0122,6.19,3. Liga,Goles (Over/Under),2025-01-17,betonlineag:1.9400; lowvig:1.9400; pinnacle:1.9300; bovada:1.9100,4-2,6.0,Sí,
VfB Stuttgart II vs Hansa Rostock,2025-01-18 08:00:00,Under 2.75,1.85,1.8425,3.3386102031195455e-07,4.0,0.0008167314798788,0.0006041948609991,7.503576301807639e-06,4.0,0.0038581470320067,0.0033412533412533,pinnacle,4.0,0.0075,0.013,5.87,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.8500; lowvig:1.8500; betonlineag:1.8500; bovada:1.8200,3-0,3.0,No,
Girona vs Sevilla,2025-01-18 08:00:00,Over 2.5,2.02,1.9488,3.819684064516169e-05,16.0,0.0087378340153848,0.0077976286466841,9.396099114680803e-05,16.0,0.0136999417252508,0.0123052648315079,matchbook,16.0,0.0713,0.0517,5.06,La Liga,Goles (Over/Under),2025-01-17,matchbook:2.0200; pinnacle:2.0100; onexbet:2.0100; nordicbet:2.0000; betsson:2.0000; playup:1.9800; betonlineag:1.9700; lowvig:1.9700; williamhill:1.9500; betus:1.9300; coolbet:1.9200; bovada:1.9100; betrivers:1.8800; unibet_eu:1.8800; unibet:1.8800; tipico_de:1.8700,1-2,3.0,Sí,
Arminia Bielefeld vs FC Energie Cottbus,2025-01-18 08:00:00,Under 2.5,2.15,2.1025,4.476838664772956e-06,4.0,0.002971231149124,0.0024954241689013,2.5980181962800457e-05,4.0,0.0071989387138657,0.0053086260469416,tipico_de,4.0,0.0475,0.0319,7.86,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:2.1500; betsson:2.1000; nordicbet:2.1000; unibet_eu:2.0600,0-2,2.0,Sí,
Arminia Bielefeld vs FC Energie Cottbus,2025-01-18 08:00:00,Over 2.5,1.68,1.665,4.476838664772956e-06,4.0,0.002971231149124,0.0024954241689013,2.967999473835628e-05,4.0,0.0075337083026776,0.0064015264825301,betsson,4.0,0.015,0.0206,8.07,3. Liga,Goles (Over/Under),2025-01-17,betsson:1.6800; nordicbet:1.6800; tipico_de:1.6700; unibet_eu:1.6300,0-2,2.0,No,
VfL Osnabrück vs SV Sandhausen,2025-01-18 08:00:00,Over 2.5,1.75,1.716,1.309357718781326e-05,5.0,0.0050955865542685,0.0042604576003525,4.854832550127341e-05,5.0,0.0097195246906988,0.009187675070028,betsson,5.0,0.034,0.0287,7.9,3. Liga,Goles (Over/Under),2025-01-17,betsson:1.7500; nordicbet:1.7500; tipico_de:1.7000; coolbet:1.7000; unibet_eu:1.6800,3-2,5.0,Sí,
VfL Osnabrück vs SV Sandhausen,2025-01-18 08:00:00,Under 2.5,2.1,2.04,1.309357718781326e-05,5.0,0.0050955865542685,0.0042604576003525,5.168528879643715e-05,5.0,0.0101646120746033,0.0077659749866484,tipico_de,5.0,0.06,0.042,7.14,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:2.1000; betsson:2.0500; nordicbet:2.0500; coolbet:2.0300; unibet_eu:1.9700,3-2,5.0,No,
VfL Osnabrück vs SV Sandhausen,2025-01-18 08:00:00,Under 2.75,1.9,1.8825,5.071057386745582e-06,4.0,0.0031843724500366,0.0026321645388283,1.700739008719411e-05,4.0,0.0058190893031746,0.0049559638025483,lowvig,4.0,0.0175,0.0205,5.54,3. Liga,Goles (Over/Under),2025-01-17,lowvig:1.9000; betonlineag:1.9000; pinnacle:1.8800; bovada:1.8500,3-2,5.0,No,
VfL Osnabrück vs SV Sandhausen,2025-01-18 08:00:00,Over 2.75,1.96,1.9225,5.071057386745582e-06,4.0,0.0031843724500366,0.0026321645388283,2.252770196894781e-05,4.0,0.0067069495769561,0.0050193688586546,pinnacle,4.0,0.0375,0.0249,5.07,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9600; lowvig:1.9200; betonlineag:1.9200; bovada:1.8900,3-2,5.0,Sí,
Arminia Bielefeld vs FC Energie Cottbus,2025-01-18 08:00:00,Under 2.75,1.95,1.94,1.8997451374246259e-07,4.0,0.0006162799582849,0.0005278064924506,1.082788474239478e-05,4.0,0.0046504250438149,0.004027386226339,pinnacle,4.0,0.01,0.0173,5.93,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9500; lowvig:1.9500; betonlineag:1.9500; bovada:1.9100,0-2,2.0,Sí,
Girona vs Sevilla,2025-01-18 08:00:00,Under 2.5,1.93,1.8731,3.819684064516169e-05,16.0,0.0087378340153848,0.0077976286466841,5.37438328854936e-05,16.0,0.0103407446935759,0.0082955648961223,onexbet,16.0,0.0569,0.0362,5.29,La Liga,Goles (Over/Under),2025-01-17,onexbet:1.9300; matchbook:1.9300; coolbet:1.9200; bovada:1.9100; pinnacle:1.8800; betrivers:1.8800; unibet_eu:1.8800; unibet:1.8800; betus:1.8800; tipico_de:1.8700; williamhill:1.8500; betonlineag:1.8500; lowvig:1.8500; nordicbet:1.8300; betsson:1.8300; playup:1.8000,1-2,3.0,No,
VfB Stuttgart II vs Hansa Rostock,2025-01-18 08:00:00,Over 2.75,1.98,1.9625,3.3386102031195455e-07,4.0,0.0008167314798788,0.0006041948609991,1.2686215298987114e-05,4.0,0.0050355217395669,0.0042656517039095,pinnacle,4.0,0.0175,0.0192,5.45,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9800; lowvig:1.9700; betonlineag:1.9700; bovada:1.9300,3-0,3.0,Sí,
Metz vs Paris FC,2025-01-18 08:00:00,Over 2.25,2.02,2.004,2.7848280868328617e-06,5.0,0.0023573344546801,0.0022622817250893,6.981898176390284e-06,5.0,0.0037367623069809,0.0031843184318431,lowvig,5.0,0.016,0.015,5.68,Ligue 2,Goles (Over/Under),2025-01-17,lowvig:2.0200; betonlineag:2.0200; pinnacle:2.0000; bovada:2.0000; betus:1.9800,3-1,4.0,Sí,
VfB Stuttgart II vs Hansa Rostock,2025-01-18 08:00:00,Under 2.5,2.05,2.025,4.253965375562599e-07,2.0,0.0009196378041878,0.0009196378041878,1.859369723494807e-05,2.0,0.0060975609756097,0.0060975609756097,tipico_de,2.0,0.025,0.025,6.92,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:2.0500; coolbet:2.0000,3-0,3.0,No,
VfB Stuttgart II vs Hansa Rostock,2025-01-18 08:00:00,Over 2.5,1.75,1.735,4.253965375562599e-07,2.0,0.0009196378041879,0.0009196378041879,1.2714432600474147e-05,2.0,0.0049833887043189,0.0049833887043189,tipico_de,2.0,0.015,0.015,7.14,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:1.7500; coolbet:1.7200,3-0,3.0,Sí,
Metz vs Paris FC,2025-01-18 08:00:00,Over 2.5,2.36,2.2222,0.0001788209078969,9.0,0.0186982004479263,0.0171728228135988,0.0002396406642081,9.0,0.0218003378584754,0.0198259152652012,matchbook,9.0,0.1378,0.1051,6.89,Ligue 2,Goles (Over/Under),2025-01-17,matchbook:2.3600; betsson:2.3000; nordicbet:2.3000; playup:2.3000; tipico_de:2.2500; williamhill:2.2500; betrivers:2.0800; unibet_eu:2.0800; unibet:2.0800,3-1,4.0,Sí,
Metz vs Paris FC,2025-01-18 08:00:00,Under 2.5,1.68,1.6178,0.0001788209078969,9.0,0.0186982004479263,0.0171728228135988,0.0002070049530225,9.0,0.0197639733982303,0.0185075272596575,betrivers,9.0,0.0622,0.0518,7.6,Ligue 2,Goles (Over/Under),2025-01-17,betrivers:1.6800; unibet_eu:1.6800; unibet:1.6800; williamhill:1.6500; matchbook:1.6100; tipico_de:1.5700; betsson:1.5700; nordicbet:1.5700; playup:1.5500,3-1,4.0,No,
SpVgg Unterhaching vs Borussia Dortmund II,2025-01-18 08:00:00,Under 3.0,1.83,1.806,1.6638181127419296e-06,5.0,0.0018218753138314,0.0017626650747887,3.197447320986936e-05,5.0,0.007947179810555,0.0076492051229104,lowvig,5.0,0.024,0.0258,6.19,3. Liga,Goles (Over/Under),2025-01-17,lowvig:1.8300; betonlineag:1.8300; pinnacle:1.8200; bovada:1.7800; coolbet:1.7700,1-2,3.0,No,
Arminia Bielefeld vs FC Energie Cottbus,2025-01-18 08:00:00,Over 2.75,1.88,1.8625,1.8997451374246259e-07,4.0,0.0006162799582849,0.0005278064924506,1.5745688810254825e-05,4.0,0.0055937937648889,0.0047388315125651,pinnacle,4.0,0.0175,0.0192,5.55,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.8800; lowvig:1.8700; betonlineag:1.8700; bovada:1.8300,0-2,2.0,No,
Gazişehir Gaziantep vs Bodrum FK,2025-01-18 08:00:00,Under 2.5,1.92,1.87,1.0892916000475174e-05,13.0,0.0046670648835135,0.0035823712746137,3.2107860884595906e-05,13.0,0.0079939995581716,0.007043660065274,onexbet,13.0,0.05,0.028,5.56,Süper Lig,Goles (Over/Under),2025-01-17,onexbet:1.9200; pinnacle:1.9000; betus:1.9000; matchbook:1.9000; betonlineag:1.8800; lowvig:1.8800; bovada:1.8700; coolbet:1.8500; betrivers:1.8500; unibet_eu:1.8500; unibet:1.8500; nordicbet:1.8300; betsson:1.8300,1-1,2.0,Sí,
Gazişehir Gaziantep vs Bodrum FK,2025-01-18 08:00:00,Over 2.5,2.0,1.9277,1.0892916000475174e-05,13.0,0.0046670648835135,0.0035823712746137,5.424495431722243e-05,13.0,0.0104068693323272,0.0084076012896486,matchbook,13.0,0.0723,0.0387,4.64,Süper Lig,Goles (Over/Under),2025-01-17,matchbook:2.0000; onexbet:1.9800; pinnacle:1.9500; bovada:1.9500; betonlineag:1.9400; lowvig:1.9400; nordicbet:1.9300; betsson:1.9300; coolbet:1.9300; betrivers:1.8800; unibet_eu:1.8800; unibet:1.8800; betus:1.8700,1-1,2.0,No,
1. FC Saarbrücken vs TSV 1860 München,2025-01-18 08:00:00,Under 2.5,2.1,2.084,2.4515186623156565e-06,5.0,0.0022019357620123,0.001904344840307,1.4822408602510806e-05,5.0,0.005441437750129,0.0044602456367162,tipico_de,5.0,0.016,0.0233,8.23,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:2.1000; betsson:2.1000; nordicbet:2.1000; coolbet:2.0800; unibet_eu:2.0400,4-2,6.0,No,
SpVgg Unterhaching vs Borussia Dortmund II,2025-01-18 08:00:00,Over 3.0,2.03,1.994,1.6638181127419296e-06,5.0,0.0018218753138314,0.0017626650747887,3.1839757844823874e-05,5.0,0.0079791109652686,0.0069017473286564,pinnacle,5.0,0.036,0.0314,5.76,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:2.0300; lowvig:2.0100; betonlineag:2.0100; bovada:1.9800; coolbet:1.9400,1-2,3.0,No,
1. FC Saarbrücken vs TSV 1860 München,2025-01-18 08:00:00,Over 2.5,1.72,1.68,2.4515186623156565e-06,5.0,0.0022019357620123,0.001904344840307,3.330018462746456e-05,5.0,0.0080173985992535,0.0056676740147008,tipico_de,5.0,0.04,0.0228,7.16,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:1.7200; betsson:1.6800; nordicbet:1.6800; coolbet:1.6700; unibet_eu:1.6500,4-2,6.0,Sí,
Clermont vs Stade Lavallois,2025-01-18 08:00:00,Over 2.25,1.8,1.8,1.948445147649253e-05,2.0,0.0062337662337663,0.0062337662337663,0.0,2.0,0.0,0.0,pinnacle,2.0,0.0,0.0,6.84,Ligue 2,Goles (Over/Under),2025-01-17,pinnacle:1.8000; betus:1.8000,1-1,2.0,No,
Clermont vs Stade Lavallois,2025-01-18 08:00:00,Under 2.25,2.05,2.0,1.948445147649253e-05,2.0,0.0062337662337662,0.0062337662337662,7.82370596606461e-05,2.0,0.0125078173858661,0.0125078173858661,pinnacle,2.0,0.05,0.05,4.34,Ligue 2,Goles (Over/Under),2025-01-17,pinnacle:2.0500; betus:1.9500,1-1,2.0,Sí,
Metz vs Paris FC,2025-01-18 08:00:00,Under 2.25,1.84,1.818,2.7848280868328617e-06,5.0,0.0023573344546801,0.0022622817250893,1.971208022530476e-05,5.0,0.0062427838713523,0.0046690851226877,pinnacle,5.0,0.022,0.0204,4.85,Ligue 2,Goles (Over/Under),2025-01-17,pinnacle:1.8400; bovada:1.8300; lowvig:1.8200; betonlineag:1.8200; betus:1.7800,3-1,4.0,No,
Salernitana vs Reggiana,2025-01-18 09:00:00,Over 2.25,2.1,2.046,1.1023018722240164e-05,5.0,0.0046841007793073,0.0032760089219839,4.261887031539426e-05,5.0,0.0092299928698305,0.0064477527892161,pinnacle,5.0,0.054,0.0383,3.8,Serie B,Goles (Over/Under),2025-01-17,pinnacle:2.1000; bovada:2.0500; betonlineag:2.0500; lowvig:2.0500; betus:1.9800,2-1,3.0,Sí,
Bologna vs Monza,2025-01-18 09:00:00,Over 2.5,2.15,2.0364,4.078724056525328e-05,14.0,0.0090071539602399,0.0068871561088817,5.041829222903051e-05,14.0,0.0100361700889353,0.0078856323082746,betus,14.0,0.1136,0.0425,4.32,Serie A,Goles (Over/Under),2025-01-17,betus:2.1500; onexbet:2.0800; pinnacle:2.0600; betrivers:2.0600; unibet_eu:2.0600; coolbet:2.0400; lowvig:2.0300; betonlineag:2.0300; bovada:2.0200; tipico_de:2.0000; williamhill:2.0000; betsson:2.0000; nordicbet:2.0000; playup:1.9800,3-1,4.0,Sí,
Cremonese vs Cosenza,2025-01-18 09:00:00,Over 2.25,1.83,1.82,1.1713032522362724e-05,5.0,0.0048338625122327,0.0037286046511628,3.6819698795093774e-06,5.0,0.0027003287481053,0.0024178942755159,lowvig,5.0,0.01,0.0089,6.19,Serie B,Goles (Over/Under),2025-01-17,lowvig:1.8300; betonlineag:1.8300; bovada:1.8200; pinnacle:1.8100; betus:1.8100,3-1,4.0,Sí,
Cittadella vs Mantova,2025-01-18 09:00:00,Over 2.5,2.22,2.123,2.4367051032119183e-05,10.0,0.0069283731982903,0.0064686269016509,0.0001041203209258,10.0,0.0144013638839039,0.0135288860987144,matchbook,10.0,0.097,0.0654,5.65,Serie B,Goles (Over/Under),2025-01-17,matchbook:2.2200; coolbet:2.2000; williamhill:2.2000; onexbet:2.1800; nordicbet:2.1000; betsson:2.1000; unibet_eu:2.0600; betrivers:2.0600; unibet:2.0600; tipico_de:2.0500,1-2,3.0,Sí,
Cittadella vs Mantova,2025-01-18 09:00:00,Under 2.5,1.71,1.672,2.4367051032119183e-05,10.0,0.0069283731982903,0.0064686269016509,1.6692916067328238e-05,10.0,0.0056713893196588,0.0044103920891879,matchbook,10.0,0.038,0.016,7.26,Serie B,Goles (Over/Under),2025-01-17,matchbook:1.7100; onexbet:1.6800; nordicbet:1.6800; betsson:1.6800; tipico_de:1.6700; williamhill:1.6700; unibet_eu:1.6600; betrivers:1.6600; unibet:1.6600; coolbet:1.6500,1-2,3.0,No,
Cremonese vs Cosenza,2025-01-18 09:00:00,Under 2.25,2.06,2.008,1.1713032522362724e-05,5.0,0.0048338625122327,0.0037286046511627,4.719297388470397e-05,5.0,0.0097140179422941,0.0069075517061458,pinnacle,5.0,0.052,0.0387,3.79,Serie B,Goles (Over/Under),2025-01-17,pinnacle:2.0600; bovada:2.0200; lowvig:2.0100; betonlineag:2.0100; betus:1.9400,3-1,4.0,No,
Modena vs Frosinone,2025-01-18 09:00:00,Over 2.0,1.86,1.8567,1.16420288847016e-05,6.0,0.0048242873668958,0.0037245324423089,9.441727294120008e-07,6.0,0.0013699637337722,0.0012916141948399,pinnacle,6.0,0.0033,0.0047,6.95,Serie B,Goles (Over/Under),2025-01-17,pinnacle:1.8600; betus:1.8600; lowvig:1.8600; betonlineag:1.8600; coolbet:1.8500; bovada:1.8500,1-1,2.0,No,
Salernitana vs Reggiana,2025-01-18 09:00:00,Over 2.5,2.35,2.2562,2.3595067727728923e-05,8.0,0.0067637634544372,0.006392505296534,5.340106714887104e-05,8.0,0.0102628591868135,0.0088153155047234,onexbet,8.0,0.0938,0.0527,7.07,Serie B,Goles (Over/Under),2025-01-17,onexbet:2.3500; nordicbet:2.3000; betsson:2.3000; tipico_de:2.2500; williamhill:2.2500; betrivers:2.2000; unibet:2.2000; unibet_eu:2.2000,2-1,3.0,Sí,
Salernitana vs Reggiana,2025-01-18 09:00:00,Under 2.25,1.8,1.792,1.1023018722240164e-05,5.0,0.0046841007793073,0.0032760089219839,4.741153299791124e-06,5.0,0.0030580396289428,0.0029962546816479,bovada,5.0,0.008,0.0098,6.06,Serie B,Goles (Over/Under),2025-01-17,bovada:1.8000; betonlineag:1.8000; lowvig:1.8000; pinnacle:1.7800; betus:1.7800,2-1,3.0,No,
Modena vs Frosinone,2025-01-18 09:00:00,Under 2.0,1.99,1.95,1.16420288847016e-05,6.0,0.0048242873668958,0.0037245324423089,4.781517874783152e-05,6.0,0.0097720140731275,0.0080142206839971,pinnacle,6.0,0.04,0.0365,4.31,Serie B,Goles (Over/Under),2025-01-17,pinnacle:1.9900; bovada:1.9800; lowvig:1.9600; betonlineag:1.9600; coolbet:1.9300; betus:1.8800,1-1,2.0,No,
Bologna vs Monza,2025-01-18 09:00:00,Under 2.5,1.87,1.8021,4.078724056525328e-05,14.0,0.0090071539602399,0.0068871561088818,8.643093949521932e-05,14.0,0.0130522328952679,0.0107602760514933,onexbet,14.0,0.0679,0.0418,3.98,Serie A,Goles (Over/Under),2025-01-17,onexbet:1.8700; pinnacle:1.8400; williamhill:1.8300; betsson:1.8300; nordicbet:1.8300; bovada:1.8200; coolbet:1.8200; lowvig:1.8100; betonlineag:1.8100; playup:1.8000; tipico_de:1.7700; betus:1.7400; betrivers:1.7300; unibet_eu:1.7300,3-1,4.0,No,
