Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Snapshot_Date,Todas_Las_Cuotas,Score,Total_Goles,Acerto,Bookmaker
SV Darmstadt 98 vs Elversberg,2025-02-08 07:00:00,Over 3.5,2.48,2.372,0.0001203716716447,5.0,0.0151386161853325,0.0148226271210267,0.000122759956057,5.0,0.0154596126823622,0.0151472650771388,unibet_eu,5.0,0.108,0.0882,7.44,Bundesliga 2,Goles (Over/Under),2025-02-07,unibet_eu:2.4800; unibet:2.4800; playup:2.3000; betsson:2.3000; nordicbet:2.3000,0-3,3.0,No,
West Bromwich Albion vs Sheffield Wednesday,2025-02-08 07:30:00,Over 2.5,2.06,1.9942,1.3038304500289385e-05,12.0,0.0051002917619076,0.0041919223824143,5.026301097567468e-05,12.0,0.0100248105050546,0.0079153989906421,matchbook,12.0,0.0658,0.0397,5.69,Championship,Goles (Over/Under),2025-02-07,matchbook:2.0600; pinnacle:2.0500; bovada:2.0200; onexbet:2.0100; playup:2.0000; betrivers:2.0000; unibet:2.0000; unibet_eu:2.0000; coolbet:1.9800; williamhill:1.9500; tipico_de:1.9300; betus:1.9300,2-1,3.0,Sí,
West Bromwich Albion vs Sheffield Wednesday,2025-02-08 07:30:00,Under 2.25,1.96,1.96,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,lowvig,2.0,0.0,0.0,4.78,Championship,Goles (Over/Under),2025-02-07,lowvig:1.9600; betonlineag:1.9600,2-1,3.0,No,
Swindon Town vs Port Vale,2025-02-08 07:30:00,Under 2.25,2.01,1.96,2.0598195893236045e-05,4.0,0.0064139269341535,0.005319595710726,2.970998604700625e-05,4.0,0.0077072779269314,0.006404803404262,pinnacle,4.0,0.05,0.03,5.0,League Two,Goles (Over/Under),2025-02-07,pinnacle:2.0100; lowvig:1.9500; betonlineag:1.9500; betus:1.9300,3-3,6.0,No,
Swindon Town vs Port Vale,2025-02-08 07:30:00,Over 2.25,1.87,1.84,2.0598195893236045e-05,4.0,0.0064139269341534,0.0053195957107259,3.958511378014868e-05,4.0,0.0088634147782669,0.0088634147782669,lowvig,4.0,0.03,0.03,5.29,League Two,Goles (Over/Under),2025-02-07,lowvig:1.8700; betonlineag:1.8700; pinnacle:1.8100; betus:1.8100,3-3,6.0,Sí,
Bradford City vs Harrogate Town,2025-02-08 07:30:00,Over 2.25,1.84,1.832,6.568054236748061e-06,5.0,0.003622599774994,0.0033290799172855,2.514454720132652e-06,5.0,0.0022328949583439,0.0019059106728386,betonlineag,5.0,0.008,0.0075,6.7,League Two,Goles (Over/Under),2025-02-07,betonlineag:1.8400; lowvig:1.8400; pinnacle:1.8300; betus:1.8300; bovada:1.8200,1-0,1.0,No,
Bradford City vs Harrogate Town,2025-02-08 07:30:00,Under 2.25,1.99,1.96,6.568054236748061e-06,5.0,0.003622599774994,0.0033290799172855,3.863309750274289e-05,5.0,0.0087868859849957,0.0083946809594144,betonlineag,5.0,0.03,0.0335,5.2,League Two,Goles (Over/Under),2025-02-07,betonlineag:1.9900; lowvig:1.9900; pinnacle:1.9800; bovada:1.9300; betus:1.9100,1-0,1.0,Sí,
Swindon Town vs Port Vale,2025-02-08 07:30:00,Under 2.5,1.81,1.7667,2.06144217534466e-05,12.0,0.00641304643523,0.004609302283492,1.657156059390005e-05,12.0,0.0057091937794489,0.0044502463535396,matchbook,12.0,0.0433,0.018,8.16,League Two,Goles (Over/Under),2025-02-07,matchbook:1.8100; betsson:1.7800; nordicbet:1.7800; bovada:1.7700; betrivers:1.7700; unibet_eu:1.7700; unibet:1.7700; onexbet:1.7600; williamhill:1.7500; tipico_de:1.7500; playup:1.7500; coolbet:1.7400,3-3,6.0,No,
Bradford City vs Harrogate Town,2025-02-08 07:30:00,Under 2.5,1.75,1.71,2.232485913187545e-05,11.0,0.0066546557427773,0.0055699775988866,8.033026240846578e-05,11.0,0.0124769831099084,0.0111973363256291,williamhill,11.0,0.04,0.0362,9.23,League Two,Goles (Over/Under),2025-02-07,williamhill:1.7500; betsson:1.7500; nordicbet:1.7500; onexbet:1.7400; coolbet:1.7400; tipico_de:1.7000; playup:1.7000; betrivers:1.6800; unibet:1.6800; unibet_eu:1.6800; matchbook:1.6400,1-0,1.0,Sí,
Sunderland vs Watford,2025-02-08 07:30:00,Over 2.75,2.03,1.9867,2.597684037953545e-05,3.0,0.0072028069358242,0.0067906729080913,9.875796227514884e-05,3.0,0.0140501917548065,0.0132133503242775,pinnacle,3.0,0.0433,0.0544,4.21,Championship,Goles (Over/Under),2025-02-07,pinnacle:2.0300; bovada:2.0200; betus:1.9100,2-2,4.0,Si,
Bradford City vs Harrogate Town,2025-02-08 07:30:00,Over 2.5,2.08,2.0318,2.232485913187545e-05,11.0,0.0066546557427773,0.0055699775988866,6.398936896353231e-05,11.0,0.0113104059781195,0.0088757425972854,betrivers,11.0,0.0482,0.0455,9.05,League Two,Goles (Over/Under),2025-02-07,betrivers:2.0800; unibet:2.0800; unibet_eu:2.0800; onexbet:2.0500; betsson:2.0500; nordicbet:2.0500; playup:2.0200; coolbet:2.0200; williamhill:2.0000; tipico_de:2.0000; matchbook:1.9200,1-0,1.0,No,
West Bromwich Albion vs Sheffield Wednesday,2025-02-08 07:30:00,Over 2.25,1.86,1.86,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,lowvig,2.0,0.0,0.0,4.78,Championship,Goles (Over/Under),2025-02-07,lowvig:1.8600; betonlineag:1.8600,2-1,3.0,Sí,
Stockport County FC vs Barnsley,2025-02-08 07:30:00,Under 2.5,1.97,1.915,1.3493388132196489e-05,16.0,0.0051936533325153,0.0041234126386578,3.267853692573619e-05,16.0,0.0080768194346961,0.007106892411143,matchbook,16.0,0.055,0.0298,7.26,League One,Goles (Over/Under),2025-02-07,matchbook:1.9700; pinnacle:1.9600; lowvig:1.9500; betonlineag:1.9500; onexbet:1.9400; tipico_de:1.9300; williamhill:1.9100; bovada:1.9100; betsson:1.9000; nordicbet:1.9000; unibet:1.9000; unibet_eu:1.8900; betrivers:1.8900; coolbet:1.8900; playup:1.8800; betus:1.8700,2-1,3.0,No,
Sunderland vs Watford,2025-02-08 07:30:00,Under 2.75,1.83,1.8267,2.597684037953545e-05,3.0,0.0072028069358243,0.0067906729080914,1.0109418200471183e-06,3.0,0.0014153741691918,0.0013344275639357,pinnacle,3.0,0.0033,0.0047,7.0,Championship,Goles (Over/Under),2025-02-07,pinnacle:1.8300; betus:1.8300; bovada:1.8200,2-2,4.0,No,
West Bromwich Albion vs Sheffield Wednesday,2025-02-08 07:30:00,Under 2.5,1.88,1.7958,1.3038304500289385e-05,12.0,0.0051002917619076,0.0041919223824142,5.960260765141027e-05,12.0,0.0108530976800407,0.0087463991178379,matchbook,12.0,0.0842,0.0355,5.0,Championship,Goles (Over/Under),2025-02-07,matchbook:1.8800; pinnacle:1.8200; bovada:1.8200; betus:1.8200; onexbet:1.8000; williamhill:1.8000; coolbet:1.8000; betrivers:1.7700; unibet:1.7700; unibet_eu:1.7700; playup:1.7500; tipico_de:1.7500,2-1,3.0,No,
Swindon Town vs Port Vale,2025-02-08 07:30:00,Over 2.5,2.02,1.9775,2.06144217534466e-05,12.0,0.00641304643523,0.004609302283492,4.600741202138328e-05,12.0,0.0095888686855868,0.0076535523523681,onexbet,12.0,0.0425,0.0368,6.98,League Two,Goles (Over/Under),2025-02-07,onexbet:2.0200; coolbet:2.0200; williamhill:2.0000; bovada:2.0000; betsson:2.0000; nordicbet:2.0000; playup:1.9800; unibet:1.9700; betrivers:1.9600; unibet_eu:1.9600; tipico_de:1.9300; matchbook:1.8900,3-3,6.0,Sí,
Stockport County FC vs Barnsley,2025-02-08 07:30:00,Over 2.5,1.91,1.8519,1.3493388132196489e-05,16.0,0.0051936533325153,0.0041234126386578,4.534936604995732e-05,16.0,0.0094845615206923,0.007468855350473,williamhill,16.0,0.0581,0.0321,5.83,League One,Goles (Over/Under),2025-02-07,williamhill:1.9100; matchbook:1.8800; pinnacle:1.8700; betsson:1.8700; nordicbet:1.8700; betus:1.8700; lowvig:1.8700; betonlineag:1.8700; onexbet:1.8600; coolbet:1.8500; playup:1.8500; bovada:1.8300; unibet_eu:1.8200; unibet:1.8200; betrivers:1.8200; tipico_de:1.7700,2-1,3.0,Sí,
Charlton Athletic vs Stevenage,2025-02-08 07:30:00,Over 2.5,2.55,2.491,4.891637157972599e-05,10.0,0.009592083888852,0.0076282749777944,4.750774714752856e-05,10.0,0.0095790214105254,0.0070396590395369,unibet,10.0,0.059,0.0577,7.24,League One,Goles (Over/Under),2025-02-07,unibet:2.5500; unibet_eu:2.5500; betrivers:2.5500; onexbet:2.5000; williamhill:2.5000; betsson:2.5000; nordicbet:2.5000; matchbook:2.4600; playup:2.4500; tipico_de:2.3500,2-0,2.0,No,
Charlton Athletic vs Stevenage,2025-02-08 07:30:00,Over 2.0,1.98,1.91,4.563658365260669e-05,6.0,0.0095522672416262,0.0084100183734648,8.973286950439607e-05,6.0,0.0133849098824607,0.0125718315121735,lowvig,6.0,0.07,0.0497,4.56,League One,Goles (Over/Under),2025-02-07,lowvig:1.9800; betonlineag:1.9800; pinnacle:1.8800; betus:1.8800; bovada:1.8700; coolbet:1.8700,2-0,2.0,No,
Charlton Athletic vs Stevenage,2025-02-08 07:30:00,Under 2.5,1.59,1.516,4.891637157972599e-05,10.0,0.009592083888852,0.0076282749777944,0.0001319917770603,10.0,0.015398508571858,0.01216832313859,matchbook,10.0,0.074,0.0356,5.45,League One,Goles (Over/Under),2025-02-07,matchbook:1.5900; onexbet:1.5300; williamhill:1.5300; betsson:1.5300; nordicbet:1.5300; tipico_de:1.5200; playup:1.5200; unibet:1.4700; unibet_eu:1.4700; betrivers:1.4700,2-0,2.0,Sí,
Sunderland vs Watford,2025-02-08 07:30:00,Under 2.5,2.1,2.0,7.1367308572469866e-06,12.0,0.0037725377873705,0.0033259000721041,3.863790363994472e-05,12.0,0.0087887318113648,0.0062219060150133,matchbook,12.0,0.1,0.0361,4.76,Championship,Goles (Over/Under),2025-02-07,matchbook:2.1000; onexbet:2.0200; betsson:2.0100; betonlineag:2.0100; lowvig:2.0100; nordicbet:2.0000; williamhill:2.0000; playup:1.9800; coolbet:1.9800; unibet:1.9700; betrivers:1.9600; unibet_eu:1.9600,2-2,4.0,No,
Charlton Athletic vs Stevenage,2025-02-08 07:30:00,Under 2.0,1.95,1.8767,4.563658365260669e-05,6.0,0.0095522672416261,0.0084100183734648,4.4313076230087103e-05,6.0,0.0094004596583942,0.0067364773247125,pinnacle,6.0,0.0733,0.034,4.76,League One,Goles (Over/Under),2025-02-07,pinnacle:1.9500; bovada:1.8700; coolbet:1.8700; betus:1.8700; lowvig:1.8500; betonlineag:1.8500,2-0,2.0,No,
Sunderland vs Watford,2025-02-08 07:30:00,Over 2.5,1.86,1.8025,7.1367308572469866e-06,12.0,0.0037725377873705,0.0033259000721041,3.510530626072264e-05,12.0,0.008328230683668,0.0057000468189505,matchbook,12.0,0.0575,0.0271,4.78,Championship,Goles (Over/Under),2025-02-07,matchbook:1.8600; betonlineag:1.8300; lowvig:1.8300; betsson:1.8000; nordicbet:1.8000; betrivers:1.8000; unibet:1.8000; unibet_eu:1.8000; coolbet:1.8000; onexbet:1.7900; playup:1.7700; williamhill:1.7500,2-2,4.0,Si,
FC Energie Cottbus vs Wehen Wiesbaden,2025-02-08 08:00:00,Over 2.75,1.83,1.815,1.5610215185826048e-06,4.0,0.0017646752680184,0.0017483679883945,2.029405991664116e-05,4.0,0.00633298626989,0.0053808167641286,lowvig,4.0,0.015,0.0206,5.15,3. Liga,Goles (Over/Under),2025-02-07,lowvig:1.8300; betonlineag:1.8300; pinnacle:1.8200; bovada:1.7800,2-1,3.0,Sí,
1. FC Saarbrücken vs Waldhof Mannheim,2025-02-08 08:00:00,Under 2.5,1.95,1.921,1.1170175413211944e-05,10.0,0.0047242461747769,0.0037751379732518,5.364855280948977e-05,10.0,0.0103423047737628,0.0079392750230311,pinnacle,10.0,0.029,0.0373,7.78,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.9500; tipico_de:1.9500; lowvig:1.9500; betonlineag:1.9500; coolbet:1.9400; bovada:1.9300; betsson:1.9200; nordicbet:1.9200; unibet:1.8500; unibet_eu:1.8500,2-1,3.0,No,
1. FC Saarbrücken vs Waldhof Mannheim,2025-02-08 08:00:00,Over 2.5,1.88,1.823,1.1170175413211944e-05,10.0,0.0047242461747769,0.0037751379732518,5.9656154884462805e-05,10.0,0.0108729642395847,0.0089711380371908,pinnacle,10.0,0.057,0.0363,7.25,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8800; lowvig:1.8700; betonlineag:1.8700; bovada:1.8200; betsson:1.8200; nordicbet:1.8200; tipico_de:1.8000; unibet:1.7900; unibet_eu:1.7900; coolbet:1.7700,2-1,3.0,Sí,
Racing de Ferrol vs CD Castellón,2025-02-08 08:00:00,Under 2.5,1.69,1.6656,1.8112691688072265e-05,9.0,0.005968812504382,0.0049767433507117,2.1381724766782364e-05,9.0,0.0064032334143957,0.0058020140657521,matchbook,9.0,0.0244,0.0177,6.79,La Liga 2,Goles (Over/Under),2025-02-07,matchbook:1.6900; onexbet:1.6800; betsson:1.6800; nordicbet:1.6800; williamhill:1.6700; coolbet:1.6600; tipico_de:1.6500; unibet:1.6400; unibet_eu:1.6400,1-3,4.0,No,
Racing de Ferrol vs CD Castellón,2025-02-08 08:00:00,Over 2.5,2.28,2.1433,1.8112691688072265e-05,9.0,0.005968812504382,0.0049767433507117,7.636979380772348e-05,9.0,0.0123154211498734,0.0103919960687324,matchbook,9.0,0.1367,0.0585,4.84,La Liga 2,Goles (Over/Under),2025-02-07,matchbook:2.2800; coolbet:2.1900; onexbet:2.1800; unibet:2.1200; unibet_eu:2.1200; tipico_de:2.1000; betsson:2.1000; nordicbet:2.1000; williamhill:2.1000,1-3,4.0,Sí,
Kayserispor vs Torku Konyaspor,2025-02-08 08:00:00,Under 2.5,1.9,1.8477,1.815796035022175e-05,13.0,0.0060249963240166,0.0043584781181368,5.9297529377277696e-05,13.0,0.0108457545221308,0.0094955369933804,onexbet,13.0,0.0523,0.0366,6.11,Süper Lig,Goles (Over/Under),2025-02-07,onexbet:1.9000; pinnacle:1.8800; betus:1.8800; bovada:1.8700; tipico_de:1.8700; lowvig:1.8700; betonlineag:1.8700; coolbet:1.8500; nordicbet:1.8300; betsson:1.8300; unibet:1.7900; betrivers:1.7900; unibet_eu:1.7900,3-2,5.0,No,
VfB Stuttgart II vs Dynamo Dresden,2025-02-08 08:00:00,Under 2.5,2.3,2.25,1.221447924979938e-06,2.0,0.0015384615384615,0.0015384615384615,4.943263505790695e-05,2.0,0.0098814229249011,0.0098814229249011,tipico_de,2.0,0.05,0.05,7.99,3. Liga,Goles (Over/Under),2025-02-07,tipico_de:2.3000; unibet:2.2000,2-1,3.0,No,
VfB Stuttgart II vs Dynamo Dresden,2025-02-08 08:00:00,Over 2.5,1.6,1.575,1.221447924979938e-06,2.0,0.0015384615384614,0.0015384615384614,5.4819357745679006e-05,2.0,0.0100806451612903,0.0100806451612903,tipico_de,2.0,0.025,0.025,7.95,3. Liga,Goles (Over/Under),2025-02-07,tipico_de:1.6000; unibet:1.5500,2-1,3.0,Sí,
AC Ajaccio vs Guingamp,2025-02-08 08:00:00,Over 1.5,1.53,1.492,1.7082121430283495e-05,5.0,0.0056643641699368,0.0050836479630099,4.595581433579199e-05,5.0,0.0090421105813274,0.0067080462997219,matchbook,5.0,0.038,0.0204,7.03,Ligue 2,Goles (Over/Under),2025-02-07,matchbook:1.5300; betsson:1.4900; nordicbet:1.4900; playup:1.4800; betrivers:1.4700,0-1,1.0,No,
Rot-Weiss Essen vs SpVgg Unterhaching,2025-02-08 08:00:00,Over 2.5,1.66,1.642,8.151227263363675e-06,5.0,0.0040018327223357,0.0031802009689904,2.4459419268386723e-05,5.0,0.0068222186741242,0.0065555149892498,betsson,5.0,0.018,0.0183,8.55,3. Liga,Goles (Over/Under),2025-02-07,betsson:1.6600; nordicbet:1.6600; tipico_de:1.6500; unibet:1.6200; unibet_eu:1.6200,1-1,2.0,No,
FC Energie Cottbus vs Wehen Wiesbaden,2025-02-08 08:00:00,Over 2.5,1.63,1.606,3.758514512138881e-06,5.0,0.002708458651623,0.0023658127564351,5.395025652379674e-05,5.0,0.0100575640036087,0.0096805257117583,betsson,5.0,0.024,0.0258,7.65,3. Liga,Goles (Over/Under),2025-02-07,betsson:1.6300; nordicbet:1.6300; tipico_de:1.6200; unibet:1.5800; unibet_eu:1.5700,2-1,3.0,Sí,
Rot-Weiss Essen vs SpVgg Unterhaching,2025-02-08 08:00:00,Under 2.5,2.2,2.12,8.151227263363675e-06,5.0,0.0040018327223357,0.0031802009689904,5.655736110717416e-05,5.0,0.0106147355165307,0.0089220434597042,tipico_de,5.0,0.08,0.0482,7.18,3. Liga,Goles (Over/Under),2025-02-07,tipico_de:2.2000; betsson:2.1300; nordicbet:2.1300; unibet:2.0700; unibet_eu:2.0700,1-1,2.0,Sí,
FC Energie Cottbus vs Wehen Wiesbaden,2025-02-08 08:00:00,Under 2.5,2.25,2.194,3.758514512138881e-06,5.0,0.002708458651623,0.0023658127564351,2.366806890931575e-05,5.0,0.0068508383667931,0.0056565656565656,tipico_de,5.0,0.056,0.0332,8.14,3. Liga,Goles (Over/Under),2025-02-07,tipico_de:2.2500; betsson:2.2000; nordicbet:2.2000; unibet_eu:2.1600; unibet:2.1600,2-1,3.0,No,
FC Energie Cottbus vs Wehen Wiesbaden,2025-02-08 08:00:00,Under 2.75,2.03,2.0075,1.5610215185826048e-06,4.0,0.0017646752680184,0.0017483679883946,9.889259021118735e-06,4.0,0.0044472014946137,0.0034394752614001,pinnacle,4.0,0.0225,0.0179,5.44,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:2.0300; lowvig:2.0100; betonlineag:2.0100; bovada:1.9800,2-1,3.0,No,
VfB Stuttgart II vs Dynamo Dresden,2025-02-08 08:00:00,Over 3.0,2.02,1.99,2.6012685894099337e-06,5.0,0.0022784582521451,0.0019827329902801,4.410190078022263e-05,5.0,0.0093907581652719,0.009164500906871,pinnacle,5.0,0.03,0.0369,6.0,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:2.0200; lowvig:2.0200; betonlineag:2.0200; bovada:1.9500; coolbet:1.9400,2-1,3.0,No,
VfB Stuttgart II vs Dynamo Dresden,2025-02-08 08:00:00,Under 3.0,1.83,1.808,2.6012685894099337e-06,5.0,0.0022784582521452,0.0019827329902802,2.206154766442247e-05,5.0,0.0066003758178757,0.0056706838590695,pinnacle,5.0,0.022,0.0214,6.19,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8300; lowvig:1.8200; betonlineag:1.8200; bovada:1.8000; coolbet:1.7700,2-1,3.0,No,
Kayserispor vs Torku Konyaspor,2025-02-08 08:00:00,Over 2.5,2.0,1.9346,1.815796035022175e-05,13.0,0.0060249963240166,0.0043584781181369,4.325405197314059e-05,13.0,0.0092929075409546,0.0064324104801012,onexbet,13.0,0.0654,0.0346,5.87,Süper Lig,Goles (Over/Under),2025-02-07,onexbet:2.0000; pinnacle:1.9800; bovada:1.9500; lowvig:1.9500; betonlineag:1.9500; nordicbet:1.9300; betsson:1.9300; unibet:1.9300; betrivers:1.9300; unibet_eu:1.9300; coolbet:1.9300; tipico_de:1.8700; betus:1.8700,3-2,5.0,Sí,
AC Ajaccio vs Guingamp,2025-02-08 08:00:00,Under 2.0,1.93,1.9233,7.797268125781755e-06,6.0,0.0039488066709581,0.0026370560664355,3.276388361644249e-06,6.0,0.002557602586827,0.0024113308436342,bovada,6.0,0.0067,0.0094,5.87,Ligue 2,Goles (Over/Under),2025-02-07,bovada:1.9300; coolbet:1.9300; lowvig:1.9300; betonlineag:1.9300; pinnacle:1.9100; betus:1.9100,0-1,1.0,Sí,
AC Ajaccio vs Guingamp,2025-02-08 08:00:00,Under 1.5,2.6,2.47,1.7082121430283495e-05,5.0,0.0056643641699368,0.0050836479630099,7.521519839577049e-05,5.0,0.0120209293538064,0.0103317634746206,matchbook,5.0,0.13,0.0748,6.49,Ligue 2,Goles (Over/Under),2025-02-07,matchbook:2.6000; betrivers:2.5000; playup:2.4500; betsson:2.4000; nordicbet:2.4000,0-1,1.0,Sí,
Racing de Ferrol vs CD Castellón,2025-02-08 08:00:00,Under 2.25,1.93,1.89,6.472958359708939e-06,6.0,0.0035978234080433,0.0029086678301337,1.5400481674206524e-05,6.0,0.0055418580139461,0.0037334589808428,pinnacle,6.0,0.04,0.02,5.29,La Liga 2,Goles (Over/Under),2025-02-07,pinnacle:1.9300; lowvig:1.8900; betonlineag:1.8900; betanysports:1.8900; bovada:1.8700; betus:1.8700,1-3,4.0,No,
AC Ajaccio vs Guingamp,2025-02-08 08:00:00,Over 2.5,2.6,2.5125,0.0001139839628062,4.0,0.0146075042019501,0.0132361820921895,0.0001054184743026,4.0,0.0142212046057345,0.0138997906855049,unibet_eu,4.0,0.0875,0.0893,7.91,Ligue 2,Goles (Over/Under),2025-02-07,unibet_eu:2.6000; unibet:2.6000; tipico_de:2.4500; williamhill:2.4000,0-1,1.0,No,
AC Ajaccio vs Guingamp,2025-02-08 08:00:00,Under 2.5,1.55,1.4775,0.0001139839628062,4.0,0.01460750420195,0.0132361820921895,0.0002100726354334,4.0,0.0192891460831756,0.0161109818417541,williamhill,4.0,0.0725,0.0432,6.18,Ligue 2,Goles (Over/Under),2025-02-07,williamhill:1.5500; tipico_de:1.4700; unibet:1.4500; unibet_eu:1.4400,0-1,1.0,Sí,
Celta Vigo vs Real Betis,2025-02-08 08:00:00,Under 2.25,2.03,1.9975,1.4940825976941766e-06,4.0,0.0017273275462596,0.0012626940605556,1.1366673555278676e-05,4.0,0.0047678346940688,0.0040303897954218,pinnacle,4.0,0.0325,0.0192,3.61,La Liga,Goles (Over/Under),2025-02-07,pinnacle:2.0300; lowvig:1.9900; betonlineag:1.9900; bovada:1.9800,3-2,5.0,No,
Celta Vigo vs Real Betis,2025-02-08 08:00:00,Over 2.25,1.86,1.8475,1.4940825976941766e-06,4.0,0.0017273275462597,0.0012626940605556,2.9573419453076937e-06,4.0,0.0024239330507616,0.0021953931491098,pinnacle,4.0,0.0125,0.0083,4.27,La Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8600; bovada:1.8500; lowvig:1.8400; betonlineag:1.8400,3-2,5.0,Sí,
Lorient vs Amiens,2025-02-08 08:00:00,Under 2.5,2.1,2.0043,0.0001016685316384,14.0,0.0142143321608553,0.0114208261565344,9.381811043875976e-05,14.0,0.013694589006195,0.0111247234041392,unibet_eu,14.0,0.0957,0.056,7.5,Ligue 2,Goles (Over/Under),2025-02-07,unibet_eu:2.1000; betrivers:2.1000; unibet:2.1000; pinnacle:2.0300; onexbet:2.0100; betonlineag:2.0000; lowvig:2.0000; betsson:1.9800; nordicbet:1.9800; tipico_de:1.9700; coolbet:1.9600; williamhill:1.9500; playup:1.9500; betus:1.9300,3-1,4.0,No,
Lorient vs Amiens,2025-02-08 08:00:00,Over 2.5,1.83,1.7686,0.0001016685316384,14.0,0.0142143321608554,0.0114208261565345,0.0001925982254302,14.0,0.0194063273673013,0.0162135570449569,betonlineag,14.0,0.0614,0.0591,6.46,Ligue 2,Goles (Over/Under),2025-02-07,betonlineag:1.8300; lowvig:1.8300; pinnacle:1.8200; betus:1.8200; coolbet:1.8200; onexbet:1.8000; williamhill:1.8000; betsson:1.7700; nordicbet:1.7700; playup:1.7700; tipico_de:1.7200; unibet_eu:1.6700; betrivers:1.6700; unibet:1.6700,3-1,4.0,Sí,
Rot-Weiss Essen vs SpVgg Unterhaching,2025-02-08 08:00:00,Over 2.75,1.85,1.845,2.1302215459203817e-05,4.0,0.0065244198749585,0.0051671597497591,3.2967691756400816e-06,4.0,0.0025580428408933,0.0022153300841825,bovada,4.0,0.005,0.0087,6.96,3. Liga,Goles (Over/Under),2025-02-07,bovada:1.8500; lowvig:1.8500; betonlineag:1.8500; pinnacle:1.8300,1-1,2.0,No,
Rot-Weiss Essen vs SpVgg Unterhaching,2025-02-08 08:00:00,Under 2.75,2.01,1.965,2.1302215459203817e-05,4.0,0.0065244198749586,0.0051671597497591,7.09612512495493e-05,4.0,0.0119065626346061,0.009961017423704,pinnacle,4.0,0.045,0.045,4.4,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:2.0100; lowvig:1.9800; betonlineag:1.9800; bovada:1.8900,1-1,2.0,Sí,
Erzgebirge Aue vs Alemannia Aachen,2025-02-08 08:00:00,Under 2.5,1.85,1.811,7.826136206711706e-06,10.0,0.0039545468748629,0.0025415528120729,6.216785811237622e-05,10.0,0.0110848542666585,0.0094896060623189,pinnacle,10.0,0.039,0.0362,7.25,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8500; tipico_de:1.8500; lowvig:1.8500; betonlineag:1.8500; betsson:1.8100; nordicbet:1.8100; bovada:1.8000; coolbet:1.7700; unibet_eu:1.7600; unibet:1.7600,1-1,2.0,Sí,
Erzgebirge Aue vs Alemannia Aachen,2025-02-08 08:00:00,Over 2.5,1.99,1.937,7.826136206711706e-06,10.0,0.0039545468748629,0.0025415528120728,4.321421555770367e-05,10.0,0.0092898473768394,0.0076091744303023,pinnacle,10.0,0.053,0.0347,7.07,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.9900; lowvig:1.9700; betonlineag:1.9700; bovada:1.9500; betsson:1.9400; nordicbet:1.9400; coolbet:1.9400; tipico_de:1.9000; unibet:1.8900; unibet_eu:1.8800,1-1,2.0,No,
Celta Vigo vs Real Betis,2025-02-08 08:00:00,Over 2.5,2.18,2.1067,9.441474801434384e-06,12.0,0.0043259554440229,0.0038131274049198,3.485454361558262e-05,12.0,0.0083362847004317,0.0059107132063351,matchbook,12.0,0.0733,0.0373,4.7,La Liga,Goles (Over/Under),2025-02-07,matchbook:2.1800; onexbet:2.1700; coolbet:2.1300; williamhill:2.1000; nordicbet:2.1000; betsson:2.1000; unibet:2.1000; unibet_eu:2.1000; betrivers:2.1000; betus:2.1000; tipico_de:2.0500; playup:2.0500,3-2,5.0,Sí,
Celta Vigo vs Real Betis,2025-02-08 08:00:00,Under 2.5,1.82,1.7425,9.441474801434384e-06,12.0,0.0043259554440229,0.0038131274049198,8.151435296901737e-05,12.0,0.012635116166695,0.01058187453459,matchbook,12.0,0.0775,0.0388,3.73,La Liga,Goles (Over/Under),2025-02-07,matchbook:1.8200; onexbet:1.8000; betus:1.7700; nordicbet:1.7500; betsson:1.7500; playup:1.7500; coolbet:1.7500; tipico_de:1.7200; williamhill:1.7000; unibet:1.7000; unibet_eu:1.7000; betrivers:1.7000,3-2,5.0,No,
AC Ajaccio vs Guingamp,2025-02-08 08:00:00,Over 2.0,1.93,1.8833,7.797268125781755e-06,6.0,0.0039488066709581,0.0026370560664355,2.3073665097138324e-05,6.0,0.0067814710879306,0.0049621330900534,pinnacle,6.0,0.0467,0.0243,4.17,Ligue 2,Goles (Over/Under),2025-02-07,pinnacle:1.9300; bovada:1.8900; lowvig:1.8800; betonlineag:1.8800; betus:1.8700; coolbet:1.8500,0-1,1.0,No,
