Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.24,pinnacle,4,0.5843,0.0625,2.11,4.21,2.1775,pinnacle:2.24; codere_it:2.18; marathonbet:2.18; betsson:2.11,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,56.12,1-0,,,,,
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,X2,1.7,pinnacle,3,0.5037,0.0333,1.5,4.01,1.6667,pinnacle:1.7; betsson:1.66; marathonbet:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,55.87,0-2,,,,,
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.456,0.04,1.87,3.07,2.0,pinnacle:2.04; codere_it:2.01; betsson:1.95,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,55.54,1-2,,,,,
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Under 3.5,1.65,betsson,2,-0.1713,0.005,0.3,6.48,1.645,betsson:1.65; codere_it:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,55.28,2-0,,,,,
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,1.88,pinnacle,2,0.4012,0.025,1.35,3.44,1.855,pinnacle:1.88; betsson:1.83,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,55.26,0-2,,,,,
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0498,0.01,0.47,8.24,2.14,betsson:2.15; codere_it:2.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,55.2,1-2,,,,,
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,X2,2.39,marathonbet,4,0.393,0.035,1.29,3.13,2.355,marathonbet:2.39; pinnacle:2.38; codere_it:2.33; betsson:2.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,55.03,1-0,,,,,
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.63,betsson,2,0.1925,0.01,0.62,6.39,1.62,betsson:1.63; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,55.03,3-3,,,,,
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Over 2.5,2.27,codere_it,2,0.3613,0.025,1.11,3.93,2.245,codere_it:2.27; betsson:2.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,54.94,4-0,,,,,
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Doble Chance,X2,2.05,pinnacle,3,0.5083,0.05,1.78,4.23,2.0,pinnacle:2.05; betsson:1.98; marathonbet:1.97,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,54.7,4-0,,,,,
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Goles (Over/Under),Under 2.5,1.89,pinnacle,3,0.8947,0.0467,1.79,3.42,1.8433,pinnacle:1.89; codere_it:1.82; betsson:1.82,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,54.48,2-1,,,,,
Albacete vs Málaga,2025-12-14 10:15:00,La Liga 2,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.9663,0.07,2.79,3.56,1.78,pinnacle:1.85; betsson:1.75; codere_it:1.74,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,54.39,1-3,,,,,
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.78,betsson,2,0.2887,0.015,0.85,5.68,1.765,betsson:1.78; codere_it:1.75,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,53.95,1-1,,,,,
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Doble Chance,X2,1.61,pinnacle,3,0.4578,0.0367,1.67,3.91,1.5733,pinnacle:1.61; betsson:1.56; codere_it:1.55,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,53.94,3-1,,,,,
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.56,pinnacle,4,0.5443,0.1075,2.9,4.06,2.4525,pinnacle:2.56; codere_it:2.45; marathonbet:2.44; betsson:2.36,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,53.8,1-0,,,,,
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Doble Chance,X2,1.22,pinnacle,4,0.279,0.015,0.93,3.62,1.205,pinnacle:1.22; marathonbet:1.21; betsson:1.2; codere_it:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,53.75,1-0,,,,,
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.57,pinnacle,4,0.455,0.0425,1.69,4.0,1.5275,pinnacle:1.57; betsson:1.52; codere_it:1.52; marathonbet:1.5,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,53.67,3-3,,,,,
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Doble Chance,X2,1.6,pinnacle,3,0.4834,0.0267,1.59,5.42,1.5733,pinnacle:1.6; betsson:1.58; codere_it:1.54,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,53.58,2-3,,,,,
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.28,pinnacle,4,0.1102,0.0075,0.65,3.54,1.2725,pinnacle:1.28; betsson:1.28; marathonbet:1.27; codere_it:1.26,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,53.44,0-3,,,,,
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.8291,0.0467,1.7,3.16,1.9433,pinnacle:1.99; codere_it:1.92; betsson:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,53.28,2-3,,,,,
