Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad
Stoke City vs Charlton Athletic,2025-11-25 14:45:00,Championship,Doble Chance,X2,2.13,pinnacle,4,0.5095,0.0775,2.61,3.67,2.0525,pinnacle:2.13; betsson:2.06; codere_it:2.04; marathonbet:1.98,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,53.67,,,,,,
Stoke City vs Charlton Athletic,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.21,pinnacle,4,0.5095,0.0175,0.91,3.67,1.1925,pinnacle:1.21; codere_it:1.19; betsson:1.19; marathonbet:1.18,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,31.72,,,,,,
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,1.92,pinnacle,3,0.4225,0.0333,1.52,2.84,1.8867,pinnacle:1.92; codere_it:1.89; betsson:1.85,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,42.5,,,,,,
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.97,pinnacle,3,0.4225,0.01,0.42,2.84,1.96,pinnacle:1.97; codere_it:1.96; betsson:1.95,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,73.53,,,,,,
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Doble Chance,X2,4.16,marathonbet,4,0.3669,0.0375,0.6,2.78,4.1225,marathonbet:4.16; pinnacle:4.12; codere_it:4.12; betsson:4.09,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,63.97,,,,,,
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.07,marathonbet,4,0.3669,0.01,0.67,2.78,1.06,marathonbet:1.07; betsson:1.06; codere_it:1.06; pinnacle:1.05,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,33.13,,,,,,
Marseille vs Newcastle United,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.07,codere_it,2,0.2668,0.01,0.49,3.86,2.06,codere_it:2.07; betsson:2.05,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,49.79,,,,,,
Marseille vs Newcastle United,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.8,codere_it,2,0.2668,0.025,1.41,3.86,1.775,codere_it:1.8; betsson:1.75,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,50.28,,,,,,
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.45,marathonbet,4,0.2604,0.0225,1.04,2.88,1.4275,marathonbet:1.45; pinnacle:1.43; betsson:1.42; codere_it:1.41,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,24.37,,,,,,
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Doble Chance,X2,2.0,marathonbet,4,0.1957,0.01,0.87,3.22,1.99,marathonbet:2.0; pinnacle:2.0; betsson:2.0; codere_it:1.96,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,52.68,,,,,,
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.27,marathonbet,4,0.1957,0.0075,0.34,3.22,1.2625,marathonbet:1.27; pinnacle:1.26; betsson:1.26; codere_it:1.26,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,41.49,,,,,,
Napoli vs Qarabağ FK,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.06,marathonbet,4,0.1869,0.005,0.47,3.21,1.055,marathonbet:1.06; pinnacle:1.06; betsson:1.05; codere_it:1.05,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,33.11,,,,,,
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.72,marathonbet,4,0.1802,0.005,0.29,2.83,1.715,marathonbet:1.72; betsson:1.72; pinnacle:1.71; codere_it:1.71,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,46.96,,,,,,
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.62,codere_it,2,0.1786,0.02,1.25,3.92,1.6,codere_it:1.62; betsson:1.58,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,48.46,,,,,,
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Doble Chance,1X,1.8,marathonbet,4,0.1736,0.015,0.63,2.88,1.785,marathonbet:1.8; pinnacle:1.79; betsson:1.78; codere_it:1.77,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,28.03,,,,,,
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,Champions League,Doble Chance,X2,2.21,marathonbet,4,0.1729,0.055,1.87,2.95,2.155,marathonbet:2.21; codere_it:2.17; pinnacle:2.14; betsson:2.1,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,46.41,,,,,,
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Goles (Over/Under),Over 2.5,1.72,codere_it,2,0.1553,0.02,1.18,3.8,1.7,codere_it:1.72; betsson:1.68,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,48.4,,,,,,
Peterborough United vs Stevenage,2025-11-25 14:45:00,League 1,Goles (Over/Under),Under 2.5,1.68,codere_it,2,0.144,0.015,0.9,6.04,1.665,codere_it:1.68; betsson:1.65,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,34.94,,,,,,
Peterborough United vs Stevenage,2025-11-25 14:45:00,League 1,Goles (Over/Under),Over 2.5,2.15,codere_it,2,0.144,0.015,0.7,6.04,2.135,codere_it:2.15; betsson:2.12,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,51.92,,,,,,
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 3.5,2.14,codere_it,2,0.1421,0.045,2.15,3.87,2.095,codere_it:2.14; betsson:2.05,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,38.08,,,,,,
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,Champions League,Goles (Over/Under),Under 3.5,1.61,codere_it,2,0.1392,0.005,0.31,3.95,1.605,codere_it:1.61; betsson:1.6,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,65.5,,,,,,
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,Champions League,Goles (Over/Under),Over 3.5,2.39,codere_it,2,0.1392,0.02,0.84,3.95,2.37,codere_it:2.39; betsson:2.35,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,21.14,,,,,,
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.66,codere_it,2,0.1178,0.03,1.84,6.11,1.63,codere_it:1.66; betsson:1.6,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,28.44,,,,,,
SC Bastia vs Stade Lavallois,2025-11-25 14:00:00,Ligue 2,Goles (Over/Under),Under 1.5,2.45,betsson,2,0.1176,0.025,1.03,7.48,2.425,betsson:2.45; codere_it:2.4,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,15.91,,,,,,
SC Bastia vs Stade Lavallois,2025-11-25 14:00:00,Ligue 2,Goles (Over/Under),Over 1.5,1.5,betsson,2,0.1176,0.01,0.67,7.48,1.49,betsson:1.5; codere_it:1.48,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,21.13,,,,,,
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.28,codere_it,2,0.1171,0.015,0.66,4.1,2.265,codere_it:2.28; betsson:2.25,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,39.74,,,,,,
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.66,codere_it,2,0.1171,0.005,0.3,4.1,1.655,codere_it:1.66; betsson:1.65,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,71.72,,,,,,
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.64,marathonbet,4,0.1167,0.01,0.75,3.0,1.63,marathonbet:1.64; pinnacle:1.64; betsson:1.63; codere_it:1.61,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,23.5,,,,,,
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 3.5,2.09,codere_it,2,0.1141,0.02,0.97,4.03,2.07,codere_it:2.09; betsson:2.05,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,18.7,,,,,,
Napoli vs Qarabağ FK,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 3.5,2.28,codere_it,2,0.1073,0.04,1.79,4.1,2.24,codere_it:2.28; betsson:2.2,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,13.68,,,,,,
Swansea City vs Derby County,2025-11-25 14:45:00,Championship,Goles (Over/Under),Under 2.5,1.57,codere_it,2,0.1036,0.025,1.62,5.89,1.545,codere_it:1.57; betsson:1.52,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,28.88,,,,,,
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.71,pinnacle,4,0.0708,0.0075,0.49,3.39,1.7025,pinnacle:1.71; codere_it:1.71; betsson:1.7; marathonbet:1.69,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,57.53,,,,,,
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.71,codere_it,2,0.0656,0.005,0.29,6.1,1.705,codere_it:1.71; betsson:1.7,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,55.93,,,,,,
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Over 2.5,2.1,codere_it,2,0.0656,0.01,0.48,6.1,2.09,codere_it:2.1; betsson:2.08,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,56.08,,,,,,
Southampton vs Leicester City,2025-11-25 15:00:00,Championship,Goles (Over/Under),Over 2.5,1.82,betsson,2,0.0606,0.015,0.83,5.45,1.805,betsson:1.82; codere_it:1.79,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,47.54,,,,,,
Watford vs Preston North End,2025-11-25 14:45:00,Championship,Goles (Over/Under),Under 2.5,1.72,codere_it,2,0.0584,0.02,1.18,5.99,1.7,codere_it:1.72; betsson:1.68,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,29.77,,,,,,
Marseille vs Newcastle United,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.42,marathonbet,4,0.0556,0.0,0.0,3.24,1.42,marathonbet:1.42; pinnacle:1.42; betsson:1.42; codere_it:1.42,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,36.94,,,,,,
Swansea City vs Derby County,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.3,betsson,4,0.0424,0.0125,1.01,5.19,1.2875,betsson:1.3; pinnacle:1.3; codere_it:1.28; marathonbet:1.27,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,15.03,,,,,,
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Doble Chance,X2,1.35,betsson,4,0.04,0.01,0.53,3.25,1.34,betsson:1.35; marathonbet:1.34; pinnacle:1.34; codere_it:1.33,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,55.32,,,,,,
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.41,betsson,4,0.0276,0.01,0.51,3.26,1.4,betsson:1.41; marathonbet:1.4; codere_it:1.4; pinnacle:1.39,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,55.67,,,,,,
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.41,betsson,4,0.0183,0.01,0.51,3.28,1.4,betsson:1.41; marathonbet:1.4; pinnacle:1.4; codere_it:1.39,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,55.35,,,,,,
Marseille vs Newcastle United,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.63,betsson,4,0.0118,0.0125,0.67,3.38,1.6175,betsson:1.63; marathonbet:1.62; pinnacle:1.62; codere_it:1.6,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,21.2,,,,,,
Napoli vs Qarabağ FK,2025-11-25 15:00:00,Champions League,Doble Chance,X2,4.07,betsson,4,-0.0305,0.0775,1.21,3.93,3.9925,betsson:4.07; marathonbet:3.99; codere_it:3.97; pinnacle:3.94,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,41.54,,,,,,
Watford vs Preston North End,2025-11-25 14:45:00,Championship,Goles (Over/Under),Over 2.5,2.12,betsson,2,-0.0523,0.015,0.71,6.69,2.105,betsson:2.12; codere_it:2.09,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,45.51,,,,,,
Southampton vs Leicester City,2025-11-25 15:00:00,Championship,Goles (Over/Under),Under 2.5,1.99,codere_it,2,-0.0556,0.005,0.25,6.12,1.985,codere_it:1.99; betsson:1.98,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,57.8,,,,,,
Swansea City vs Derby County,2025-11-25 14:45:00,Championship,Goles (Over/Under),Over 2.5,2.42,betsson,2,-0.0858,0.025,1.04,7.11,2.395,betsson:2.42; codere_it:2.37,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,39.85,,,,,,
Napoli vs Qarabağ FK,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 3.5,1.68,betsson,2,-0.0884,0.01,0.6,4.98,1.67,betsson:1.68; codere_it:1.66,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,42.03,,,,,,
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,Champions League,Doble Chance,1X,1.25,betsson,4,-0.0919,0.015,0.91,3.81,1.235,betsson:1.25; pinnacle:1.24; codere_it:1.23; marathonbet:1.22,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,13.48,,,,,,
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 3.5,1.78,betsson,2,-0.0948,0.0,0.0,4.96,1.78,betsson:1.78; codere_it:1.78,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,25.19,,,,,,
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Over 2.5,2.22,betsson,2,-0.0954,0.02,0.91,7.55,2.2,betsson:2.22; codere_it:2.18,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,40.78,,,,,,
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 3.5,1.78,betsson,2,-0.1089,0.015,0.85,4.96,1.765,betsson:1.78; codere_it:1.75,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,12.53,,,,,,
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Goles (Over/Under),Under 2.5,2.2,betsson,2,-0.1185,0.005,0.23,4.98,2.195,betsson:2.2; codere_it:2.19,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Acertado,,60.14,,,,,,
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.38,betsson,2,-0.1299,0.005,0.21,5.31,2.375,betsson:2.38; codere_it:2.37,analisis_mercados_20251125_065555.csv,2025-12-15T20:48:10,Fallido,,63.69,,,,,,
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Goles (Over/Under),Over 2.5,1.88,pinnacle,3,1.2925,0.06,2.37,2.94,1.82,pinnacle:1.88; betsson:1.8; codere_it:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,79.8,0-3,,,,,
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,1.1519,0.06,2.54,2.83,1.79,pinnacle:1.85; betsson:1.78; codere_it:1.74,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,75.56,0-0,,,,,
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.38,betsson,2,-0.1991,0.005,0.21,6.53,2.375,betsson:2.38; codere_it:2.37,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,74.71,1-0,,,,,
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Doble Chance,X2,1.51,pinnacle,4,1.081,0.035,1.55,3.21,1.475,pinnacle:1.51; codere_it:1.48; marathonbet:1.46; betsson:1.45,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,74.21,1-3,,,,,
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,2.05,pinnacle,3,1.0848,0.0567,3.02,2.83,1.9933,pinnacle:2.05; betsson:2.02; codere_it:1.91,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,72.92,3-0,,,,,
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Under 3.5,1.88,pinnacle,3,1.1191,0.0267,1.11,3.19,1.8533,pinnacle:1.88; betsson:1.85; codere_it:1.83,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,72.85,0-0,,,,,
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Goles (Over/Under),Over 2.5,1.75,betsson,2,0.1774,0.005,0.29,6.65,1.745,betsson:1.75; codere_it:1.74,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,72.81,1-2,,,,,
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.35,pinnacle,4,0.1765,0.0025,0.32,3.4,1.3475,pinnacle:1.35; marathonbet:1.35; betsson:1.35; codere_it:1.34,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,71.53,1-0,,,,,
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,1.24,pinnacle,4,0.2493,0.0075,0.35,3.49,1.2325,pinnacle:1.24; betsson:1.23; codere_it:1.23; marathonbet:1.23,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,70.88,3-4,,,,,
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Goles (Over/Under),Over 2.5,1.95,pinnacle,3,1.0194,0.07,2.64,3.1,1.88,pinnacle:1.95; betsson:1.85; codere_it:1.84,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,70.82,1-0,,,,,
Albacete vs Málaga,2025-12-14 10:15:00,La Liga 2,Goles (Over/Under),Over 2.5,2.02,pinnacle,3,0.9663,0.05,1.81,3.56,1.97,pinnacle:2.02; betsson:1.95; codere_it:1.94,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,70.13,1-3,,,,,
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.4392,0.01,0.49,3.37,2.03,pinnacle:2.04; betsson:2.02,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,69.52,1-1,,,,,
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Doble Chance,X2,1.17,marathonbet,4,0.2348,0.0075,0.37,3.28,1.1625,marathonbet:1.17; pinnacle:1.16; codere_it:1.16; betsson:1.16,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,69.27,1-2,,,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Doble Chance,X2,1.23,pinnacle,4,0.9315,0.025,1.71,3.65,1.205,pinnacle:1.23; betsson:1.22; marathonbet:1.19; codere_it:1.18,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,68.37,0-2,,,,,
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.8343,0.0333,1.49,3.38,1.9267,pinnacle:1.96; betsson:1.93; codere_it:1.89,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,67.66,0-1,,,,,
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Doble Chance,X2,2.74,pinnacle,4,0.9945,0.175,4.39,3.61,2.565,pinnacle:2.74; marathonbet:2.58; betsson:2.5; codere_it:2.44,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,66.75,0-3,,,,,
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Goles (Over/Under),Over 2.5,1.98,pinnacle,3,0.8947,0.0633,2.77,3.42,1.9167,pinnacle:1.98; betsson:1.92; codere_it:1.85,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,66.3,2-1,,,,,
Zaragoza vs Cádiz CF,2025-12-13 15:00:00,La Liga 2,Doble Chance,X2,1.73,pinnacle,3,0.9003,0.0567,2.41,3.41,1.6733,pinnacle:1.73; marathonbet:1.65; betsson:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,66.12,1-2,,,,,
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.93,pinnacle,3,0.9091,0.08,3.09,3.63,1.85,pinnacle:1.93; betsson:1.82; codere_it:1.8,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,66.02,1-0,,,,,
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.88,pinnacle,3,0.8401,0.05,2.23,3.44,1.83,pinnacle:1.88; betsson:1.83; codere_it:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,65.5,0-2,,,,,
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Goles (Over/Under),Under 2.5,2.01,pinnacle,3,1.2925,0.0767,2.81,2.94,1.9333,pinnacle:2.01; betsson:1.9; codere_it:1.89,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,65.34,0-3,,,,,
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,X2,1.52,pinnacle,4,0.4539,0.01,0.66,2.71,1.51,pinnacle:1.52; marathonbet:1.52; codere_it:1.5; betsson:1.5,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,65.25,0-1,,,,,
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.036,0.005,0.32,8.34,1.575,betsson:1.58; codere_it:1.57,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,64.73,3-0,,,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.7986,0.0667,2.72,2.88,1.8333,pinnacle:1.9; codere_it:1.82; betsson:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,64.58,0-2,,,,,
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.8291,0.0467,3.2,3.16,1.8433,pinnacle:1.89; betsson:1.88; codere_it:1.76,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,64.33,2-3,,,,,
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,X2,1.4,pinnacle,3,0.5888,0.0133,0.9,3.21,1.3867,pinnacle:1.4; betsson:1.39; marathonbet:1.37,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,64.11,1-1,,,,,
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.8163,0.0767,2.81,3.81,1.9333,pinnacle:2.01; betsson:1.9; codere_it:1.89,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,63.3,0-1,,,,,
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Doble Chance,X2,1.14,pinnacle,4,0.0815,0.0025,0.38,3.68,1.1375,pinnacle:1.14; betsson:1.14; marathonbet:1.14; codere_it:1.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,63.3,1-2,,,,,
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.6113,0.0333,1.29,2.83,1.9267,pinnacle:1.96; codere_it:1.92; betsson:1.9,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,63.16,3-4,,,,,
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.036,0.005,0.23,8.34,2.215,betsson:2.22; codere_it:2.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,63.16,3-0,,,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.7986,0.0133,0.63,2.88,1.9767,pinnacle:1.99; betsson:1.98; codere_it:1.96,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,62.98,0-2,,,,,
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Doble Chance,X2,1.22,pinnacle,3,0.464,0.01,0.67,4.03,1.21,pinnacle:1.22; betsson:1.21; marathonbet:1.2,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,62.91,1-1,,,,,
