Partido,Fecha_Hora_Colombia,Estado,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Angers vs RC Lens,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.0,codere_it,2,-0.1246,0.01,0.5,6.18,1.99,codere_it:2.0; betsson:1.98
Eintracht Frankfurt vs VfL Wolfsburg,2025-11-30 11:30:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.7,codere_it,2,-0.1286,0.01,0.59,6.22,1.69,codere_it:1.7; betsson:1.68
Ajax vs Groningen,2025-11-30 14:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.63,betsson,2,-0.1315,0.005,0.31,6.39,1.625,betsson:1.63; codere_it:1.62
Excelsior vs NAC Breda,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.72,betsson,2,-0.1318,0.015,0.88,6.45,1.705,betsson:1.72; codere_it:1.69
Paris Saint Germain vs Rennes,2025-12-06 15:05:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.02,betsson,1,-0.1323,0.0,,6.65,2.02,betsson:2.02
Paris Saint Germain vs Rennes,2025-12-06 15:05:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.75,betsson,1,-0.1323,0.0,,6.65,1.75,betsson:1.75
Rayo Vallecano vs Valencia,2025-12-01 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.04,codere_it,2,-0.1347,0.01,0.49,6.16,2.03,codere_it:2.04; betsson:2.02
AS Monaco vs Paris Saint Germain,2025-11-29 11:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.06,codere_it,2,-0.1348,0.02,0.98,6.01,2.04,codere_it:2.06; betsson:2.02
Toulouse vs Strasbourg,2025-12-06 13:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.95,betsson,2,-0.1348,0.05,2.63,6.23,1.9,betsson:1.95; pinnacle:1.85
Lille vs Marseille,2025-12-05 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.72,betsson,1,-0.1415,0.0,,6.22,1.72,betsson:1.72
Lille vs Marseille,2025-12-05 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.08,betsson,1,-0.1415,0.0,,6.22,2.08,betsson:2.08
FC Juárez vs Pachuca,2025-11-23 20:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,2,-0.1449,0.015,0.73,6.9,2.065,betsson:2.08; codere_it:2.05
FC Juárez vs Pachuca,2025-11-23 20:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.7,betsson,2,-0.1449,0.005,0.29,6.9,1.695,betsson:1.7; codere_it:1.69
Lyon vs Nantes,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.7,betsson,2,-0.1452,0.0,0.0,5.99,1.7,betsson:1.7; codere_it:1.7
Lyon vs Nantes,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.12,betsson,2,-0.1452,0.0,0.0,5.99,2.12,betsson:2.12; codere_it:2.12
FC Porto vs Estoril,2025-11-30 15:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.52,betsson,1,-0.1477,0.0,,7.11,1.52,betsson:1.52
FC Porto vs Estoril,2025-11-30 15:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.42,betsson,1,-0.1477,0.0,,7.11,2.42,betsson:2.42
Pisa vs Inter Milan,2025-11-30 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.72,betsson,2,-0.1495,0.0,0.0,6.22,1.72,betsson:1.72; codere_it:1.72
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.57,codere_it,2,-0.1504,0.01,0.64,6.25,1.56,codere_it:1.57; betsson:1.55
Villarreal vs Getafe,2025-12-06 08:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,1,-0.1511,0.0,,6.22,2.08,betsson:2.08
Villarreal vs Getafe,2025-12-06 08:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,betsson,1,-0.1511,0.0,,6.22,1.72,betsson:1.72
Cagliari vs AS Roma,2025-12-07 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,1,-0.1511,0.0,,6.22,2.08,betsson:2.08
Cagliari vs AS Roma,2025-12-07 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,betsson,1,-0.1511,0.0,,6.22,1.72,betsson:1.72
Vitória SC vs AVS Futebol SAD,2025-11-28 15:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,1,-0.1511,0.0,,6.22,2.08,betsson:2.08
Vitória SC vs AVS Futebol SAD,2025-11-28 15:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,betsson,1,-0.1511,0.0,,6.22,1.72,betsson:1.72
Sporting Lisbon vs CF Estrela,2025-11-30 13:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.08,betsson,1,-0.1536,0.0,,6.9,2.08,betsson:2.08
Sporting Lisbon vs CF Estrela,2025-11-30 13:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.7,betsson,1,-0.1536,0.0,,6.9,1.7,betsson:1.7
Gil Vicente vs Tondela,2025-11-29 15:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,1,-0.1543,0.0,,6.22,2.08,betsson:2.08
Gil Vicente vs Tondela,2025-11-29 15:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,betsson,1,-0.1543,0.0,,6.22,1.72,betsson:1.72
Cremonese vs Lecce,2025-12-07 06:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.38,betsson,1,-0.1547,0.0,,6.53,2.38,betsson:2.38
Cremonese vs Lecce,2025-12-07 06:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.55,betsson,1,-0.1547,0.0,,6.53,1.55,betsson:1.55
Oviedo vs Mallorca,2025-12-05 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.32,betsson,1,-0.1549,0.0,,6.39,2.32,betsson:2.32
Oviedo vs Mallorca,2025-12-05 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.58,betsson,1,-0.1549,0.0,,6.39,1.58,betsson:1.58
Alavés vs Real Sociedad,2025-12-06 10:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.48,betsson,1,-0.1555,0.0,,6.11,2.48,betsson:2.48
Alavés vs Real Sociedad,2025-12-06 10:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.52,betsson,1,-0.1555,0.0,,6.11,1.52,betsson:1.52
Parma vs Udinese,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.66,codere_it,2,-0.1555,0.005,0.3,6.11,1.655,codere_it:1.66; betsson:1.65
Brest vs AS Monaco,2025-12-05 13:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.55,betsson,1,-0.1562,0.0,,6.53,1.55,betsson:1.55
Brest vs AS Monaco,2025-12-05 13:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.38,betsson,1,-0.1562,0.0,,6.53,2.38,betsson:2.38
Valencia vs Sevilla,2025-12-07 10:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,1,-0.1576,0.0,,6.22,2.08,betsson:2.08
Valencia vs Sevilla,2025-12-07 10:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,betsson,1,-0.1576,0.0,,6.22,1.72,betsson:1.72
Bayern Munich vs FC St. Pauli,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.5,2.08,betsson,2,-0.1576,0.0,0.0,6.22,2.08,betsson:2.08; codere_it:2.08
Inter Milan vs Como,2025-12-06 12:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.72,betsson,1,-0.1592,0.0,,6.22,1.72,betsson:1.72
Inter Milan vs Como,2025-12-06 12:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.08,betsson,1,-0.1592,0.0,,6.22,2.08,betsson:2.08
Augsburg vs Bayer Leverkusen,2025-12-06 09:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.55,betsson,1,-0.1593,0.0,,6.53,1.55,betsson:1.55
Augsburg vs Bayer Leverkusen,2025-12-06 09:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.38,betsson,1,-0.1593,0.0,,6.53,2.38,betsson:2.38
Athletic Bilbao vs Real Madrid,2025-12-03 13:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.75,betsson,1,-0.1594,0.0,,6.65,1.75,betsson:1.75
Athletic Bilbao vs Real Madrid,2025-12-03 13:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.02,betsson,1,-0.1594,0.0,,6.65,2.02,betsson:2.02
Genoa vs Hellas Verona,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Over 1.5,1.55,betsson,2,-0.161,0.0,0.0,5.84,1.55,betsson:1.55; codere_it:1.55
Genoa vs Hellas Verona,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Under 1.5,2.42,betsson,2,-0.161,0.0,0.0,5.84,2.42,betsson:2.42; codere_it:2.42
1. FC Köln vs FC St. Pauli,2025-12-06 09:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.72,betsson,1,-0.1624,0.0,,6.22,1.72,betsson:1.72
1. FC Köln vs FC St. Pauli,2025-12-06 09:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.08,betsson,1,-0.1624,0.0,,6.22,2.08,betsson:2.08
Maccabi Tel Aviv vs Lyon,2025-11-27 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.98,betsson,3,-0.1633,0.0033,0.24,5.45,1.9767,betsson:1.98; pinnacle:1.98; codere_it:1.97
Rio Ave FC vs Santa Clara,2025-11-30 10:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.38,betsson,1,-0.1639,0.0,,6.53,2.38,betsson:2.38
Rio Ave FC vs Santa Clara,2025-11-30 10:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.55,betsson,1,-0.1639,0.0,,6.53,1.55,betsson:1.55
FSV Mainz 05 vs Borussia Monchengladbach,2025-12-05 14:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.65,betsson,1,-0.1651,0.0,,6.48,1.65,betsson:1.65
FSV Mainz 05 vs Borussia Monchengladbach,2025-12-05 14:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.18,betsson,1,-0.1651,0.0,,6.48,2.18,betsson:2.18
Napoli vs Juventus,2025-12-07 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.32,betsson,1,-0.1659,0.0,,6.39,2.32,betsson:2.32
Napoli vs Juventus,2025-12-07 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.58,betsson,1,-0.1659,0.0,,6.39,1.58,betsson:1.58
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,2,-0.1681,0.005,0.24,6.9,2.075,betsson:2.08; codere_it:2.07
AS Roma vs FC Midtjylland,2025-11-27 12:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.28,betsson,2,-0.1682,0.0,0.0,5.59,2.28,betsson:2.28; codere_it:2.28
Udinese vs Genoa,2025-12-08 12:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.38,betsson,1,-0.1685,0.0,,6.53,2.38,betsson:2.38
Udinese vs Genoa,2025-12-08 12:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.55,betsson,1,-0.1685,0.0,,6.53,1.55,betsson:1.55
Monterrey vs América,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.78,betsson,1,-0.1707,0.0,,6.68,1.78,betsson:1.78
Monterrey vs América,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.98,betsson,1,-0.1707,0.0,,6.68,1.98,betsson:1.98
Barcelona vs Atlético Madrid,2025-12-02 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,1.98,betsson,1,-0.1737,0.0,,6.68,1.98,betsson:1.98
Barcelona vs Atlético Madrid,2025-12-02 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.78,betsson,1,-0.1737,0.0,,6.68,1.78,betsson:1.78
Lazio vs Bologna,2025-12-07 12:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.32,betsson,1,-0.1737,0.0,,6.39,2.32,betsson:2.32
Lazio vs Bologna,2025-12-07 12:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.58,betsson,1,-0.1737,0.0,,6.39,1.58,betsson:1.58
Hamburger SV vs Werder Bremen,2025-12-07 09:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.55,betsson,1,-0.1776,0.0,,6.53,1.55,betsson:1.55
Hamburger SV vs Werder Bremen,2025-12-07 09:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.38,betsson,1,-0.1776,0.0,,6.53,2.38,betsson:2.38
Levante vs Athletic Bilbao,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.73,codere_it,2,-0.1784,0.005,0.29,6.11,1.725,codere_it:1.73; betsson:1.72
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.33,codere_it,2,-0.1787,0.005,0.22,6.21,2.325,codere_it:2.33; betsson:2.32
CA Osasuna vs Levante,2025-12-08 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.02,betsson,1,-0.1789,0.0,,6.65,2.02,betsson:2.02
CA Osasuna vs Levante,2025-12-08 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.75,betsson,1,-0.1789,0.0,,6.65,1.75,betsson:1.75
Borussia Dortmund vs TSG Hoffenheim,2025-12-07 11:30:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.12,betsson,1,-0.1824,0.0,,6.69,2.12,betsson:2.12
Borussia Dortmund vs TSG Hoffenheim,2025-12-07 11:30:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.68,betsson,1,-0.1824,0.0,,6.69,1.68,betsson:1.68
Sassuolo vs Fiorentina,2025-12-06 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.02,betsson,1,-0.1835,0.0,,6.65,2.02,betsson:2.02
Sassuolo vs Fiorentina,2025-12-06 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.75,betsson,1,-0.1835,0.0,,6.65,1.75,betsson:1.75
Tijuana vs Tigres,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.62,betsson,1,-0.1847,0.0,,6.66,2.62,betsson:2.62
Tijuana vs Tigres,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.46,betsson,1,-0.1847,0.0,,6.66,1.46,betsson:1.46
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.38,betsson,2,-0.1868,0.015,0.63,6.53,2.365,betsson:2.38; codere_it:2.35
Nantes vs RC Lens,2025-12-06 11:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.68,betsson,1,-0.1883,0.0,,6.69,1.68,betsson:1.68
Nantes vs RC Lens,2025-12-06 11:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.12,betsson,1,-0.1883,0.0,,6.69,2.12,betsson:2.12
Eintracht Frankfurt vs VfL Wolfsburg,2025-11-30 11:30:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.12,betsson,2,-0.1898,0.005,0.24,6.69,2.115,betsson:2.12; codere_it:2.11
Angers vs RC Lens,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.78,betsson,2,-0.1901,0.0,0.0,6.68,1.78,betsson:1.78; codere_it:1.78
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.6,betsson,2,-0.1921,0.0,0.0,5.05,1.6,betsson:1.6; codere_it:1.6
Levante vs Athletic Bilbao,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,betsson,2,-0.1929,0.005,0.24,6.22,2.075,betsson:2.08; codere_it:2.07
Union Santa Fe vs Gimnasia La Plata,2025-11-24 20:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.52,betsson,1,-0.1937,0.0,,6.35,2.52,betsson:2.52
Union Santa Fe vs Gimnasia La Plata,2025-11-24 20:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.5,betsson,1,-0.1937,0.0,,6.35,1.5,betsson:1.5
Espanyol vs Rayo Vallecano,2025-12-07 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.42,betsson,1,-0.1969,0.0,,7.11,2.42,betsson:2.42
Espanyol vs Rayo Vallecano,2025-12-07 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.52,betsson,1,-0.1969,0.0,,7.11,1.52,betsson:1.52
Atlético Madrid vs Oviedo,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.12,betsson,2,-0.1973,0.015,0.71,6.69,2.105,betsson:2.12; codere_it:2.09
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.55,betsson,1,-0.1983,0.0,,4.84,1.55,betsson:1.55
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.48,betsson,1,-0.1983,0.0,,4.84,2.48,betsson:2.48
Rayo Vallecano vs Valencia,2025-12-01 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.75,betsson,2,-0.1985,0.0,0.0,6.65,1.75,betsson:1.75; codere_it:1.75
Eintracht Frankfurt vs Atalanta BC,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.35,betsson,2,-0.2,0.035,1.51,5.05,2.315,betsson:2.35; codere_it:2.28
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.58,betsson,2,-0.2019,0.0,0.0,6.39,1.58,betsson:1.58; codere_it:1.58
Parma vs Udinese,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.18,betsson,2,-0.2037,0.0,0.0,6.48,2.18,betsson:2.18; codere_it:2.18
Casa Pia vs Alverca,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.28,betsson,1,-0.2056,0.0,,7.15,2.28,betsson:2.28
Casa Pia vs Alverca,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.58,betsson,1,-0.2056,0.0,,7.15,1.58,betsson:1.58
Arouca vs Braga,2025-12-01 15:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.65,betsson,1,-0.2095,0.0,,7.78,1.65,betsson:1.65
Arouca vs Braga,2025-12-01 15:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.12,betsson,1,-0.2095,0.0,,7.78,2.12,betsson:2.12
Nacional vs Benfica,2025-11-29 13:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.65,betsson,1,-0.2134,0.0,,7.78,1.65,betsson:1.65
Nacional vs Benfica,2025-11-29 13:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.12,betsson,1,-0.2134,0.0,,7.78,2.12,betsson:2.12
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.65,betsson,2,-0.2139,0.01,0.61,5.05,1.64,betsson:1.65; codere_it:1.63
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.38,betsson,1,-0.2147,0.0,,5.31,2.38,betsson:2.38
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.58,betsson,1,-0.2147,0.0,,5.31,1.58,betsson:1.58
AS Monaco vs Paris Saint Germain,2025-11-29 11:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.75,betsson,2,-0.218,0.005,0.29,6.65,1.745,betsson:1.75; codere_it:1.74
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Over 1.5,1.7,betsson,1,-0.2187,0.0,,5.99,1.7,betsson:1.7
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Under 1.5,2.12,betsson,1,-0.2187,0.0,,5.99,2.12,betsson:2.12
Manchester City vs Leeds United,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.37,codere_it,1,-0.2207,0.0,,5.89,2.37,codere_it:2.37
Manchester City vs Leeds United,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.57,codere_it,1,-0.2207,0.0,,5.89,1.57,codere_it:1.57
Juventude vs Bahia,2025-11-28 17:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.75,betsson,2,-0.2248,0.015,0.86,7.65,1.735,betsson:1.75; codere_it:1.72
Fenerbahce vs Ferencváros TC,2025-11-27 12:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.32,betsson,2,-0.2269,0.0,0.0,6.39,2.32,betsson:2.32; codere_it:2.32
Grêmio vs Palmeiras,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.12,betsson,2,-0.2275,0.01,0.47,7.78,2.11,betsson:2.12; codere_it:2.1
Moreirense FC vs Famalicão,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.12,betsson,1,-0.2326,0.0,,7.78,2.12,betsson:2.12
Moreirense FC vs Famalicão,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.65,betsson,1,-0.2326,0.0,,7.78,1.65,betsson:1.65
Internacional vs Santos,2025-11-24 19:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,betsson,2,-0.233,0.0,0.0,7.64,1.72,betsson:1.72; codere_it:1.72
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.3,betsson,2,-0.2361,0.005,0.22,5.21,2.295,betsson:2.3; codere_it:2.29
Getafe vs Elche CF,2025-11-28 15:00:00,⏰ Próximo,Goles (Over/Under),Under 1.5,2.38,betsson,2,-0.2411,0.0,0.0,5.31,2.38,betsson:2.38; codere_it:2.38
Mallorca vs CA Osasuna,2025-11-29 08:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.52,betsson,2,-0.2475,0.0,0.0,7.11,1.52,betsson:1.52; codere_it:1.52
Racing Club vs River Plate,2025-11-24 17:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.28,betsson,1,-0.25,0.0,,6.36,2.28,betsson:2.28
Racing Club vs River Plate,2025-11-24 17:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.6,betsson,1,-0.25,0.0,,6.36,1.6,betsson:1.6
Bayer Leverkusen vs Borussia Dortmund,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.42,betsson,2,-0.2504,0.05,2.11,7.11,2.37,betsson:2.42; codere_it:2.32
Mirassol vs Ceará,2025-11-24 17:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.12,betsson,2,-0.2661,0.015,0.71,7.78,2.105,betsson:2.12; codere_it:2.09
Cruzeiro vs Corinthians,2025-11-23 18:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.98,betsson,2,-0.2667,0.0,0.0,7.65,1.98,betsson:1.98; codere_it:1.98
Feyenoord vs Celtic,2025-11-27 12:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.42,betsson,2,-0.2771,0.02,0.83,7.11,2.4,betsson:2.42; codere_it:2.38
Napoli vs Qarabağ FK,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.42,betsson,2,-0.2774,0.005,0.21,5.84,2.415,betsson:2.42; codere_it:2.41
FC Cincinnati vs Inter Miami CF,2025-11-23 17:12:00,🔴 EN VIVO,Goles (Over/Under),Over 2.5,1.62,betsson,1,-0.3016,0.0,,10.51,1.62,betsson:1.62
FC Cincinnati vs Inter Miami CF,2025-11-23 17:12:00,🔴 EN VIVO,Goles (Over/Under),Under 2.5,2.05,betsson,1,-0.3016,0.0,,10.51,2.05,betsson:2.05
Boca Juniors vs Talleres,2025-11-23 18:00:00,🔴 EN VIVO,Goles (Over/Under),Over 1.5,1.65,betsson,1,-0.36,0.0,,11.11,1.65,betsson:1.65
Boca Juniors vs Talleres,2025-11-23 18:00:00,🔴 EN VIVO,Goles (Over/Under),Under 1.5,1.98,betsson,1,-0.36,0.0,,11.11,1.98,betsson:1.98
